geometry,typeofcrop
POINT (74.37477010500001 26.353400115000007),Mustard
POINT (76.417541025 27.82487044),Mustard
POINT (76.14774528000001 26.291047855),Mustard
POINT (76.601695885 27.480769045),Mustard
POINT (76.60187703999999 27.480720909999995),Rye(Mustard)
POINT (76.603054275 27.476335634999998),Rye(Mustard)
POINT (76.604380655 27.47076154),Mustard
POINT (76.60466702999999 27.470834795000002),Rye(Mustard)
POINT (76.60471903499999 27.470739630000004),Rye(Mustard)
POINT (76.60627867000001 27.463727689999995),Mustard
POINT (76.60641902 27.464033775),Rye(Mustard)
POINT (76.60713131 27.46123052500001),Rye(Mustard)
POINT (76.60830625499999 27.457375505000005),Rye(Mustard)
POINT (76.61371448499997 27.445120334999995),Rye(Mustard)
POINT (76.62080870500002 27.432670360000003),Mustard
POINT (74.539629855 26.274551974999998),Mustard
POINT (76.62124803 27.430101015),Rye(Mustard)
POINT (76.621312485 27.42984057),Rye(Mustard)
POINT (76.62123414999998 27.429275424999997),Mustard
POINT (76.62110656500002 27.417679145000005),Mustard
POINT (76.62139203500001 27.417408005000006),Rye(Mustard)
POINT (76.62488098499999 27.40941945),Rye(Mustard)
POINT (76.62990421 27.367142385000005),Mustard
POINT (76.62908945500001 27.355273780000005),Mustard
POINT (76.62757590999999 27.34641756),Mustard
POINT (76.62517072 27.332924950000006),Mustard
POINT (76.62528234 27.332309465),Mustard
POINT (76.622577735 27.307690785),Mustard
POINT (76.620243475 27.293696060000002),Mustard
POINT (76.61669816000001 27.280954994999995),Rye(Mustard)
POINT (76.61657305999998 27.281053315),Mustard
POINT (76.61669204500001 27.280648894999995),Mustard
POINT (76.61177175000002 27.26586095),Mustard
POINT (76.75498874 27.534939059999992),Mustard
POINT (76.761489825 27.540157),Mustard
POINT (76.76199189 27.540569430000005),Mustard
POINT (76.774298485 27.550649574999994),Mustard
POINT (76.77563212000001 27.552267645000008),Mustard
POINT (76.78028078500002 27.55675161),Mustard
POINT (76.78464468499999 27.55974968),Mustard
POINT (76.79146841 27.565177405000004),Mustard
POINT (76.82240224 27.579326719999994),Mustard
POINT (76.82263451000001 27.578996269999998),Mustard
POINT (76.82690983 27.573786360000003),Mustard
POINT (76.82734900500002 27.57330145000001),Mustard
POINT (76.83016461499999 27.570813075),Mustard
POINT (76.84255781499999 27.559011565),Mustard
POINT (76.84242199999998 27.559239830000003),Rye(Mustard)
POINT (76.842936615 27.55887868),Mustard
POINT (76.851025785 27.557400585),Mustard
POINT (76.85157253999999 27.55734389),Mustard
POINT (76.854365845 27.556557599999998),Mustard
POINT (76.85435050999999 27.55667901),Rye(Mustard)
POINT (76.86096711999997 27.553524855000006),Mustard
POINT (76.874826345 27.549298965),Mustard
POINT (76.87488174999999 27.549399254999997),Mustard
POINT (76.88039998 27.547802735000005),Mustard
POINT (76.88038666 27.54770062),Mustard
POINT (76.89340559500002 27.544029165),Mustard
POINT (76.89344043999998 27.544128434999998),Mustard
POINT (76.904802705 27.538525944999996),Mustard
POINT (76.90537499999999 27.538365610000007),Mustard
POINT (76.90966621499999 27.536131345),Mustard
POINT (76.90996768 27.535951265),Mustard
POINT (76.92673794500001 27.526172889999998),Mustard
POINT (76.927071785 27.52594247),Mustard
POINT (76.939964715 27.520872455),Mustard
POINT (76.31851479000001 27.783304355000002),Mustard
POINT (76.95541826999998 27.515029269999996),Mustard
POINT (76.97826134499999 27.506452475000003),Mustard
POINT (76.29709704500002 27.778495855),Mustard
POINT (76.97779240499997 27.48242468),Mustard
POINT (76.97193013 27.476329180000004),Mustard
POINT (76.958420205 27.462229954999998),Mustard
POINT (76.9510941 27.454606984999998),Mustard
POINT (76.95112642500001 27.454399520000003),Mustard
POINT (76.93272021000001 27.435656615),Mustard
POINT (76.91214594000002 27.416488630000003),Mustard
POINT (76.90357167999998 27.408449355),Mustard
POINT (76.326103615 27.725500529999998),Mustard
POINT (76.85262168 27.362336264999993),Mustard
POINT (76.78801492500003 27.363143130000005),Mustard
POINT (76.29203899500001 27.706837345000004),Mustard
POINT (74.97962329500001 26.617101210000005),Mustard
POINT (76.36599062999998 27.687870039999996),Mustard
POINT (75.067615155 27.155350510000005),mustard
POINT (74.960665 26.861024815000015),Mustard
POINT (76.65747550500001 27.631242535000005),Mustard
POINT (76.669871405 27.644914995),Mustard
POINT (76.670056085 27.645070444999998),Mustard
POINT (76.67377389999999 27.648938774999998),Mustard
POINT (76.32081166499998 27.6430335),Mustard
POINT (76.415302185 27.95249885),Mustard
POINT (76.43896201500002 27.952513035000003),Mustard
POINT (76.35692809499999 27.961899519999996),Mustard
POINT (76.34544781000001 27.963108320000003),Mustard
POINT (76.340123175 27.970077760000002),Mustard
POINT (76.29538362999999 27.97805307500001),Mustard
POINT (76.31205087 27.976435130000006),Mustard
POINT (76.3630409 27.815740525000002),Mustard
POINT (72.57640522 25.139413225000002),Mustard
POINT (76.30847537499999 28.015710964999993),Mustard
POINT (76.282763785 28.01189299),Mustard
POINT (76.68961704500002 26.024893400000003),Mustard
POINT (74.692410015 27.29330253),Mustard
POINT (76.68980975999997 26.01887878999999),Mustard
POINT (76.43889156000002 27.974250685000005),Mustard
POINT (75.15971715000003 26.896401549999997),Mustard
POINT (76.44079150500002 28.01352929),Mustard
POINT (72.59702257 26.643544530000007),mustard
POINT (76.34960438 27.8177347),Mustard
POINT (74.69021661999997 29.1368703),Mustard
POINT (74.690256485 29.13686879),Mustard
POINT (74.69088642 29.145654665000002),Mustard
POINT (74.69079210499999 29.14952050500001),Mustard
POINT (76.35684456499999 27.819832375000004),Mustard
POINT (76.373528385 27.92937878),Mustard
POINT (76.48473168999999 28.03747207),Mustard
POINT (76.355010485 27.80050319),Mustard
POINT (75.41829726000002 28.25736232),MUSTARD
POINT (76.17599374000001 25.90859208),Mustard
POINT (76.45902392000002 27.662769449999995),Mustard
POINT (75.417654885 28.317304354999997),MUSTARD
POINT (76.45907169 27.653422665000004),Mustard
POINT (74.92993039 28.233334919999997),Mustard
POINT (76.45106619 27.674190590000002),Mustard
POINT (76.19532103000002 25.93951651499999),Mustard
POINT (76.43908325500001 27.68139032),Mustard
POINT (76.19331184 25.938311505),Mustard
POINT (76.54250494499999 27.954240295000005),Mustard
POINT (76.37940247 27.812345360000005),Mustard
POINT (76.59238958 27.936300170000003),Mustard
POINT (76.60494563999998 27.917651895),Mustard
POINT (76.620507355 27.908207600000004),Mustard
POINT (76.65413148000002 27.926599980000002),Mustard
POINT (76.66957457500001 27.964618124999998),Mustard
POINT (76.71635569499999 27.964082499999996),Mustard
POINT (76.93418581 26.600611730000004),Mustard
POINT (76.93433960499998 26.600494184999995),Mustard
POINT (76.93420992499998 26.600561790000008),Mustard
POINT (76.93378469000001 26.59918824),Mustard
POINT (76.44478864499999 27.817846169999996),Mustard
POINT (76.445985075 27.810155184999996),Mustard
POINT (76.47409530499999 26.27944525),Mursturd
POINT (74.31308569500001 27.953775040000004),Mustard
POINT (76.51952173000001 26.236363384999997),Mursturd
POINT (76.422821035 27.822180254999996),Mustard
POINT (76.413675625 27.812104580000003),Mustard
POINT (74.435858535 27.93756429),Mustard
POINT (76.38531913500003 27.840066165000003),Mustard
POINT (76.39274174500001 27.852288555),Mustard
POINT (74.65108269999999 28.12680297500001),Mustard
POINT (76.41000905 27.85384982),Mustard
POINT (75.90365269499999 26.223493984999994),Mustard
POINT (75.91344409000001 26.24236411),Mustard
POINT (75.97094141000001 26.258014250000002),Mustard
POINT (75.95830221000001 26.249364845000002),Mustard
POINT (76.41177887999999 27.841969210000002),Mustard
POINT (75.95699254000002 26.240083345000006),Mustard
POINT (75.96147482500001 26.211983479999997),Mustard
POINT (75.97777894000001 26.212593759999997),Mustard
POINT (74.451389105 29.855020239999998),Mustard
POINT (76.41254671999997 27.703604839999997),Mustard
POINT (76.41264769500003 27.703517099999992),Mustard
POINT (76.42713199 27.707243135),Mustard
POINT (76.42705316500003 27.707221564999998),Mustard
POINT (76.44371 27.697978324999998),Mustard
POINT (76.443781675 27.697952004999998),Mustard
POINT (75.78446887499999 26.121332820000003),Mustard
POINT (76.41259877499996 27.670470385000005),Mustard
POINT (76.41266524999999 27.670390634999997),Mustard
POINT (76.40452132 27.67046885499999),Mustard
POINT (76.40442112500003 27.6705105),Mustard
POINT (76.392931625 27.67844452),Mustard
POINT (76.41234792000002 26.052409290000007),Mustard
POINT (76.45044751499998 27.6913918),Mustard
POINT (72.95172647 29.008002155000003),Mustard
POINT (75.75242123000001 26.202675545000005),Mustard
POINT (75.71428003999999 26.195870494999998),Mustard
POINT (75.69669111500001 26.19601223),Mustard
POINT (75.664054025 26.171061515),Mustard
POINT (75.669540085 26.17296459),Mustard
POINT (75.65877094499999 26.200407669999997),Mustard
POINT (75.588643405 26.214156429999996),Mustard
POINT (75.39281566500001 26.401271540000003),Mustard
POINT (75.53223057 26.203656185),Mustard
POINT (76.09443912849999 25.914942775999997),Mustard
POINT (76.09440404399997 25.914886881499996),Mustrd
POINT (75.41811731500002 26.198950609999997),Mustard
POINT (75.41270773999999 26.176281150000005),Mustard
POINT (76.1210593455 25.938054874),Mustrad
POINT (75.42170523500002 26.146723595000005),Mustard
POINT (75.98493957999999 25.933490104999997),Mustard
POINT (75.98343826050001 25.930210932999994),Mustrad
POINT (75.98510844749998 25.9368250355),Mustrud
POINT (75.985103726 25.936808032),Mustrad
POINT (75.96826855399999 25.968401199),Mustrad
POINT (75.96640308449999 25.9778924685),Mustrad
POINT (76.33018799499997 26.324932149999995),Mastrad
POINT (73.61863058000002 29.95154985),Mustard
POINT (74.58088335500001 28.430997960000003),Mustard
POINT (75.50299686000001 26.18516643),Mustard
POINT (75.933157626 25.8597736425),Mustrad
POINT (75.50299772999999 26.185163914999997),Mustard
POINT (75.92450160000001 25.851156554),Mustrad
POINT (75.09825902999998 27.308303285),Mustard
POINT (75.09433719499998 27.297632084999996),Mustard
POINT (75.91799757999999 25.841472735000004),Mustard
POINT (75.90752481299998 25.885030789000005),Mustrad
POINT (75.08484889000002 27.255430609999998),Mustard
POINT (75.89964857250001 25.885794061499997),Mustard
POINT (75.91967323449998 25.8800463865),Mustrad
POINT (75.958237244 25.883584730999996),Mustard
POINT (75.96261860950001 25.887534991499997),Mustrad
POINT (75.97659354199997 25.8971378355),Mustrad
POINT (75.49251326000002 26.167087010000007),Mustard
POINT (75.95080105 25.9252823165),Mustrad
POINT (75.948611214 25.940024304),Mustrad
POINT (75.951205853 25.943847563),Mustrad
POINT (75.96767144350001 25.980391096999995),Mustrad
POINT (75.97070179300002 25.9830546385),Mustrad
POINT (76.45057831 27.820296210000002),Mustard
POINT (75.86268563200001 26.117354038500004),Mustard
POINT (75.869905618 26.114426432000005),Mustrad
POINT (75.87362436499998 26.108246254999994),Mustard
POINT (75.87240294300001 26.111197369000003),Mustard
POINT (75.86790085499999 26.116888288000006),Mustrad
POINT (75.84679925600003 26.1353065515),Mustrad
POINT (76.47116514499997 27.778791585000004),Mustard
POINT (76.43709059499997 27.784339124999995),Mustard
POINT (76.41784515499997 27.780757734999998),Mustard
POINT (75.70612572000002 26.22719679),Mustard
POINT (75.94163583499999 26.244456774999993),Mustard
POINT (76.40541327499999 27.77806112),Mustard
POINT (75.94491821 26.246795602499997),Mustrad
POINT (75.69737798 26.221980494999997),Mustrad
POINT (75.68696275 26.222937980000005),Mustard
POINT (76.39520076000001 27.776943695),Mustard
POINT (75.936359904 26.240955837499996),Mustrad
POINT (75.666380485 26.23545661),Mustard
POINT (75.65280728500001 26.253181669999996),Mustard
POINT (76.38410330000004 27.780768299999988),Mustard
POINT (75.647844585 26.265360730000005),Mustard
POINT (75.65986710499998 26.27186461),Mustard
POINT (75.692766565 26.267925399999996),Mustard
POINT (76.38341252000001 27.792341309999994),Mustard
POINT (76.38289874500002 27.807759815000004),Mustard
POINT (76.37356959 27.812022060000004),Mustard
POINT (75.70041233500001 26.34745198),Mustard
POINT (75.69235975000001 26.371992369999997),Mustard
POINT (76.38640172000001 27.814054960000004),Mustard
POINT (75.78716740499998 26.106220164),Mustrad
POINT (75.71738943999998 26.384856674999998),Mustard
POINT (76.447366065 27.86454564),Mustard
POINT (75.75781319000001 26.374895450000004),Mustard
POINT (75.7882195745 26.095942415000003),Mustrad
POINT (76.327700795 27.621902870000003),Mustard
POINT (75.79263467 26.084842215),Mustard
POINT (76.31652117 27.612710494999998),Mustard
POINT (75.79337793299999 26.0786499695),Mustrad
POINT (74.89108074500001 27.206071059999992),Mustard
POINT (75.61779454500001 26.008671614999997),Mustard
POINT (75.61779782 26.008219995),Mustard
POINT (75.78934737700001 26.076870697500006),Mustrad
POINT (76.28366808000001 27.63773468),Mustard
POINT (75.798523267 26.074799093999996),Mustrad
POINT (76.27353837999999 27.633771750000005),Mustard
POINT (74.939824925 27.214232605),Mustard
POINT (75.79940458349999 26.0698712835),Mustard
POINT (75.80264847449999 26.064967707499996),Mustard
POINT (75.02203207 28.228601149999996),Mustard
POINT (76.27734959000001 27.699848354999993),Mustard
POINT (76.26654402500002 27.70424011),Mustard
POINT (76.26449079499999 27.720447509999996),Mustard
POINT (75.7238052885 26.069046896499998),Mustard
POINT (75.60986296499999 26.010841055000004),Mustard
POINT (76.28656126 27.732228954999993),Mustard
POINT (75.719179543 26.069834401),Mustard
POINT (75.719288697 26.069863371999993),Mustard
POINT (76.28729506500001 27.744256704999998),Mustard
POINT (76.285474795 27.75699237),Mustard
POINT (76.282532225 27.771763399999998),Mustard
POINT (75.72777909549998 26.011633551),Mustard
POINT (76.29710925 27.778498454999998),Mustard
POINT (75.72503772350001 26.012295503999997),Mustard
POINT (75.7250491895 26.012219703500005),Mustard
POINT (76.34042423999999 27.792859295000007),Mustard
POINT (75.72776677850001 25.995109415500004),Mustard
POINT (76.33863667 27.804325740000003),Mustard
POINT (75.72779092399998 25.995093170499995),Muatard
POINT (75.73710238 25.991906575),Mustard
POINT (76.348945675 27.789018119999998),Mustard
POINT (75.2266308 27.73903889),Mustard
POINT (75.232993385 27.75341658),Mustard
POINT (75.21950159999997 27.771147454999994),Mustard
POINT (75.21950505500001 27.771155290000014),Mustard
POINT (76.51085272499999 27.865234425),Mustard
POINT (76.50754315000002 27.861660725),Mustard
POINT (76.45679425 27.777168435000004),Mustard
POINT (76.35095953499999 27.756219455),Mustard
POINT (76.34004470999997 27.763671769999995),Mustard
POINT (76.50363365000001 27.852231075000002),Mustard
POINT (76.32923801499997 27.764485010000005),Mustard
POINT (76.50313261999999 27.855007925000002),Mustard
POINT (76.33073184 27.755537455000002),Mustard
POINT (76.356423155 27.769406675),Mustard
POINT (76.35992506499998 27.78353853499999),Mustard
POINT (76.368321905 27.781366105),Mustard
POINT (76.378250955 27.782065469999992),Mustard
POINT (76.47263618000001 27.78779099999999),Mustard
POINT (76.475455335 27.795863185),Mustard
POINT (75.056067355 27.279249944999997),Mustard
POINT (75.04279635500001 27.23938013),Mustard
POINT (76.464345485 27.921037524999996),Mustard
POINT (76.475040325 27.926071035),Mustard
POINT (76.46375264500001 27.928334390000003),Mustard
POINT (76.70302424500002 26.44140005),Mustard
POINT (76.447409315 27.938308935000002),Mustard
POINT (74.95418136500001 27.232022989999997),Mustard
POINT (73.58030481 29.994644545000007),Mustard
POINT (74.95788001999999 27.244246525),Mustard
POINT (74.95317431500001 27.255894715000004),Mustard
POINT (74.64456719 28.214600540000003),Mustard
POINT (76.51500594 27.956898795000008),Mustard
POINT (74.64240704 28.153181250000006),Mustard
POINT (74.61631796500001 28.116665530000006),Mustard
POINT (75.74059910499999 26.145621990000002),Mustard
POINT (75.74062640950001 26.145637639499995),Mustard
POINT (75.73808611399998 26.138755783),Mustard
POINT (75.63884571299995 26.12374699799999),Mustard
POINT (75.63246259849998 26.121315547000002),Mustard
POINT (75.62922775300001 26.115477931999997),Mustard
POINT (75.0735232255 27.343476154500003),Mustard
POINT (75.560624548 26.156659984999997),Mustard
POINT (75.56360206000001 26.160902970000002),Mustard
POINT (75.5705928715 26.158148683499995),Mustard
POINT (75.52043204200001 26.127183950000006),Mustard
POINT (75.51753120999999 26.128603225999996),Mustard
POINT (75.519763456 26.132901564999997),Mustard
POINT (75.51277041899999 26.126371660500002),Mustard
POINT (75.51459222050002 26.130701256500004),Mustard
POINT (75.51036132499999 26.134462897000002),Mustard
POINT (74.58127026 28.202475434999997),Mustard
POINT (75.432392463 26.0247306885),Mustard
POINT (75.432496792 26.024774190999995),Mustard
POINT (75.40842024 26.022773950999998),Mustard
POINT (75.508990936 26.0394528955),Mustard
POINT (75.5217951905 26.041625026),Mustard
POINT (75.531219009 26.046383035),Mustard
POINT (76.45938709500003 27.774456584999996),Mustard
POINT (75.605316142 26.027686135000003),Mustard
POINT (75.60992813499999 26.02661936),Mustard
POINT (75.62980337299999 26.021254242500003),Mustard
POINT (75.6411739155 26.019153813000003),Mustard
POINT (76.4491914 27.78811878000001),Mustard
POINT (75.64621877049998 26.021011276000003),Mustard
POINT (75.6459197215 26.0246251125),Mistard
POINT (75.6211348535 26.174137848999997),Mustard
POINT (75.62110760099999 26.17409822700001),Mustard
POINT (75.61613479500001 26.183105519999998),Mustard
POINT (75.6294739535 26.204978894),Mustard
POINT (75.640877121 26.2046652005),Mustard
POINT (75.65464585250001 26.232881657999997),Mustard
POINT (75.654611284 26.232846266000003),Mustard
POINT (75.65495974400001 26.239397773500002),Mustard
POINT (75.65487684050001 26.249171026),Mustard
POINT (75.634511925 26.28433665),Mustard
POINT (75.631867155 26.286630324999997),Mustard
POINT (75.62547619 26.29718734),Mustard
POINT (75.62014488500002 26.305639625000005),Mustard
POINT (75.61915149749998 26.308225374999996),Mustard
POINT (75.31336420799998 26.394960025999996),Mustard
POINT (75.31919059 26.394285375),Mustard
POINT (75.319100769 26.394344527999998),Mustard
POINT (75.32137159549998 26.435984441999995),Mustard
POINT (75.3209993405 26.4425480455),Mustard
POINT (75.32097746399998 26.442561318499997),Mustard
POINT (76.52484817000001 27.784157405000002),Mustard
POINT (76.46459133500001 28.040197320000004),Mustard
POINT (75.320388463 26.4506483785),Mustard
POINT (75.29949924699999 26.486695846499998),Mustard
POINT (75.28556495000001 26.487127034999997),Mustard
POINT (76.46126342000001 28.051187170000002),Mustard
POINT (75.2507619 26.495430974999998),Mustard
POINT (75.25076214149998 26.495361015999997),Mustard
POINT (75.23101684250001 26.508679573000002),Mustard
POINT (75.313005699 26.518352767),Mustard
POINT (75.31249292150001 26.523488841499994),Mustard
POINT (75.31254716299999 26.5234265365),Mustard
POINT (75.57651786799998 26.349660549500005),Mustard
POINT (75.5764974775 26.349681175500002),Mustard
POINT (75.5781362365 26.36336324399999),Mustard
POINT (74.92358695000001 27.144079164999987),Mustard
POINT (72.99857698999999 27.131153140000002),Mustard
POINT (75.64514358 26.416113909999996),Mustard
POINT (75.6449917375 26.41655529899999),Mustard
POINT (75.64985797800001 26.412434114),Mustard
POINT (75.64381421499999 26.377561245000003),Mustard
POINT (75.64381618450001 26.377562568500004),Mustard
POINT (75.6453749495 26.370471922),Mustard
POINT (75.655533535 26.345991245),Mustard
POINT (75.6555252995 26.345962108),Mustard
POINT (75.6578053305 26.342576999),Mustard
POINT (75.66580828049999 26.318099097999994),Mustrad
POINT (75.66391163250002 26.313922614),Mustard
POINT (75.66138396250001 26.307430061999998),Mustard
POINT (75.689203715 26.268516095000003),Mustard
POINT (76.22926811 25.5511923),Mustard
POINT (76.48639583 27.81324047),Mustard
POINT (75.30215064500001 26.544147660000004),Mustard
POINT (75.2964787 26.545013395),Mustard
POINT (75.286925085 26.542453460000008),Mustard
POINT (75.265152255 26.5358971),Mustard
POINT (75.23727681999996 26.516257515000007),Mustard
POINT (75.21617989999999 26.514634339999994),Mustard
POINT (76.47730539999999 27.813471859999993),Mustard
POINT (75.2506934 26.495479470000003),Mustard
POINT (75.27329575499999 26.49705191),Mustard
POINT (75.27907986999999 26.506153635000004),Mustard
POINT (75.27914551499998 26.510303539999995),Mustard
POINT (75.31138547 26.511783265000002),Mustard
POINT (75.31457609 26.50766853),Mustard
POINT (75.320711385 26.439986120000004),Mustard
POINT (75.32198704999999 26.42687885),Mustard
POINT (75.324623285 26.41458608499999),Mustard
POINT (75.325797105 26.399167905000002),Mustard
POINT (75.35176890999998 28.10549747),MUSTARD
POINT (76.37312994499999 27.81480579),Mustard
POINT (75.161019035 28.01694114),MUSTARD
POINT (75.1610257 28.016934160000005),MUSTARD
POINT (75.205503025 27.970855385),MUSTARD
POINT (76.59131612499999 25.988950605000003),Mustard
POINT (75.30466926 28.02498116),MUSTARD
POINT (75.334960535 28.059643309999995),MUSTRAD
POINT (75.554555585 26.182768335),Mustard
POINT (75.54500130499999 26.174289989999995),Mustard
POINT (77.73059969850001 26.988034189499995),Mustard
POINT (77.73054787100001 26.988001838000002),Mustard
POINT (75.57324154999999 26.183501790000008),Mustard
POINT (75.57395146500001 26.172334489999997),Mustard
POINT (75.52426498999999 26.206633020000005),Mustard
POINT (75.51736872500001 26.212324680000012),Mustard
POINT (75.53661930000003 26.200401914999993),Mustard
POINT (75.53492058499998 26.21973803000001),Mustard
POINT (74.82960302499998 27.261644799999992),Musterd
POINT (75.640329225 26.109489524999997),Mustard
POINT (76.54060436500001 27.87112285),Mustard
POINT (76.525632725 27.876173364999993),Mustard
POINT (76.531357095 27.884592250000004),Mustard
POINT (76.53997035500001 27.891659795000002),Mustard
POINT (75.627940165 26.107855280000003),Mustard
POINT (76.50161895 27.974594555000003),Mustard
POINT (76.52233302 27.962165135000003),Mustard
POINT (75.63530538500001 26.09085646500001),Mustard
POINT (76.4291504 27.882713445),Mustard
POINT (76.41764799500001 27.875961919999998),Mustard
POINT (75.64509094 26.092670079999998),Mustard
POINT (76.42422836499999 27.820170580000003),Mustard
POINT (76.417705815 27.815728265),Mustard
POINT (75.529349095 26.131764909999994),Mustard
POINT (76.461935025 27.835445280000005),Mustard
POINT (75.53007047999999 26.118185739999994),Mustard
POINT (75.53431057499998 26.11152391),Mustard
POINT (76.46303459999997 27.846063435),Mustard
POINT (76.46553699500001 27.854948265),Mustard
POINT (76.465907175 27.855829035),Mustard
POINT (76.50645582 27.873301355000006),Mustard
POINT (76.51253628 27.867282054999997),Mustard
POINT (76.48937615999998 27.82389150000001),Mustard
POINT (76.47056307 27.816401325000005),Mustard
POINT (76.47913125000001 27.82590576999999),Mustard
POINT (75.50915025000003 26.106552240000006),Mustard
POINT (76.42029154500001 27.861791729999993),Mustard
POINT (76.41674508999999 27.770864675000006),Mustard
POINT (76.42587189000002 27.765326334999997),Mustard
POINT (75.59860151500001 26.020814645),Mustard
POINT (75.59581379999999 26.00986711999999),Mustard
POINT (76.37681685999999 27.764009115),Mustard
POINT (76.36693518000001 27.7703667),Mustard
POINT (76.348575475 27.80704094),Mustard
POINT (76.35174799999999 27.814516679999997),Mustard
POINT (76.354813295 27.82347828999999),Mustard
POINT (75.61701863 26.03717819),Mustard
POINT (75.62647332000003 26.043241845000004),Mustard
POINT (76.54289345500001 28.00248167),Mustard
POINT (75.54501648999998 26.174278525000005),Mustard
POINT (75.797580383 26.161981209000004),Mustard
POINT (75.78559546299999 26.134439984500005),Mustard
POINT (75.78363956899999 26.114374291500003),Mustard
POINT (75.78380411049999 26.114361122499997),Mustard
POINT (75.789227845 26.0932791135),Mustard
POINT (75.8101631195 26.044034861500002),Mustard
POINT (75.81260434849999 26.0358308115),Mustard
POINT (75.82240209900002 26.088048554000004),Mustard
POINT (75.828394589 26.098914868500003),Mustard
POINT (75.85788033 26.252356481000003),Mustard
POINT (75.89573992549998 26.2928192635),Mustard
POINT (75.917323004 26.3275945685),Mustard
POINT (76.4738552255 27.814085726499997),Mustard
POINT (75.9403422515 26.402307305),Mustard
POINT (76.41677563350001 27.693697269000005),MUSTURD
POINT (76.45142207500001 27.820203295),Mustard
POINT (75.942707558 26.436145533499996),Mustard
POINT (75.94403872450002 26.482022374999996),Mustard
POINT (76.4343534415 27.830225215499997),Mustard
POINT (76.01787342950001 26.4986637),Mustard
POINT (76.051017722 26.503011745),Mustard
POINT (76.12098588350001 26.506583995000007),Mustard
POINT (76.426898349 27.829482875000004),Mustard
POINT (76.415878683 27.833579967500004),Mustard
POINT (76.40513644 27.839716858499997),Mustard
POINT (76.40966062099999 27.846377451000002),Mustard
POINT (74.42887859000002 29.705570554999998),Mustard
POINT (76.409586056 27.8583996835),Mustard
POINT (76.40037277249999 27.8635548945),Mustard
POINT (76.41750847699998 27.852846884999998),Mustard
POINT (76.42320192199999 27.845377885000005),Mustard
POINT (76.43092893999999 27.834958789999995),Mustard
POINT (76.43787901049998 27.826262906999993),Mustard
POINT (76.46660399750002 27.816534567499996),Mustard
POINT (74.39017010999996 24.901561015000006),Mustard
POINT (74.39096754499997 24.90995817),Mustard
POINT (74.35936646500001 25.45787344),MUSTARD
POINT (74.88658597999998 25.399530445000007),Mustard
POINT (76.37222800000004 27.787689135000004),Mustard
POINT (76.36037470499998 27.78344603),Mustard
POINT (76.217070095 28.02645675),Mustard
POINT (72.59413097000001 24.781152419999998),Mustard
POINT (76.21854183 28.038538270000004),Mustard
POINT (76.21399754000001 28.043304819999996),Mustard
POINT (76.20652555999996 28.043533645000007),Mustard
POINT (76.20653475000002 28.043514549999998),Mustard
POINT (76.34893847500001 27.788971730000007),Mustard
POINT (76.21319217 28.045313384999996),Mustard
POINT (76.23243340999997 28.037838784999998),Mustard
POINT (76.32755993499998 27.787613975),Mustard
POINT (76.31222495 27.78182092000001),Mustard
POINT (76.30322565999997 27.777835095),Mustard
POINT (77.22313657499998 27.620477075000004),Musturd
POINT (76.1224852175 26.506537506500003),Mustard
POINT (76.29012507000002 27.781388189999994),Mustard
POINT (76.23214338999998 28.035763550000006),Mustard
POINT (76.27459119000001 27.901332489999998),Mustard
POINT (76.28390028499997 27.77841387499999),Mustard
POINT (76.28079949 27.897180614999996),Mustard
POINT (76.340185955 27.79242007),Mustard
POINT (72.56276101 24.850416799999998),Mustard
POINT (76.30589058500001 27.888144410000006),Mustard
POINT (76.30588028999999 27.888131000000005),Mustard
POINT (76.29700733000001 27.879185179999997),Mustard
POINT (74.283148795 29.814302845000004),Mustard
POINT (76.41538633500001 28.106978065),Mustard
POINT (72.18748361999997 25.305333425000015),Mustard
POINT (76.42035264500001 28.109300779999995),Mustard
POINT (76.52028165149997 27.753122702999995),Mustard
POINT (76.4266623 28.104702170000003),Mustard
POINT (76.5220505445 27.743859191999995),Mustard
POINT (76.43712571499998 28.101578240000002),Mustard
POINT (76.52345275600001 27.734214899),Mustard
POINT (76.43715691999999 28.101559149999996),Mustard
POINT (76.73645173499999 27.17578247000001),Mustard
POINT (76.53463695349998 27.736148724000003),Mustard
POINT (76.457450755 28.10324936),Mustard
POINT (74.35210433499996 24.843562040000005),Mustard
POINT (76.5413133785 27.740910380499997),Mustard
POINT (76.45858860000003 28.09821538),Mustard
POINT (76.55380547749999 27.733783033),Mustard
POINT (76.5630022495 27.72638443249999),Mustard
POINT (76.5504947 27.710578467500007),Mustard
POINT (76.56567676099999 27.7244072055),Mustard
POINT (74.33894620999999 25.049094795),Mustard
POINT (76.57444283750002 27.72950842250001),Mustard
POINT (74.738317185 25.147792900000002),Mustard
POINT (76.5248546855 27.756838469500007),Mustard
POINT (74.37927779499998 25.06902884500001),Mustard
POINT (74.41944646000002 25.081670300000003),Mustard
POINT (76.91967601500001 27.646518515000007),Mustard
POINT (74.422535305 25.093281755000003),Mustard
POINT (76.89377288 27.668841524999987),Mustard
POINT (76.74251501500001 27.279228755),Mustard
POINT (76.73796429999999 27.29491194),Mustard
POINT (77.15042090349999 27.65324325550001),Mustard
POINT (77.13725475000001 27.657674534),Mustard
POINT (77.13720263950002 27.6577155505),Mustard
POINT (75.85796476099999 26.202887618000005),Mustard
POINT (75.9029506085 26.192149990999997),Mustard
