geometry,typeofcrop
POINT (77.05964434 27.275619800000005),Mustard
POINT (75.44229906000001 26.218569695000003),Mustard
POINT (75.45934990500001 26.208032345),Mustard
POINT (76.80227737499999 27.104059359999997),MUSTARD
POINT (75.49302498 26.19992499),Mustard
POINT (76.80608822499998 27.096075940000002),MUSTARD
POINT (77.06986311999997 27.30586882),Mustard
POINT (75.49876338 26.186103104999994),Mustard
POINT (76.69931982499998 27.573951419999997),Mustard
POINT (76.81441642500002 27.098176855000002),MUSTARD
POINT (76.10638406500001 25.824043925000005),Mustard
POINT (75.51543453499997 26.179554294999992),Mustard
POINT (76.81310759999997 27.10425656000001),MUSTARD
POINT (75.54925953 26.180481795000002),Mustard
POINT (75.31785198500003 27.827669395000008),Mustard
POINT (75.56122042 26.157756795),Mustard
POINT (75.51371950500001 26.13122956),Mustard
POINT (75.50814421 26.136293079999994),Mustard
POINT (75.486103345 26.142163410000002),Mustard
POINT (75.49406113000002 26.14102909),Mustard
POINT (75.78487606000002 26.115610325),Mustard
POINT (75.78633862500001 26.106630000000003),Mustard
POINT (75.79133861999999 26.099232649999998),Mustard
POINT (75.79188309000001 26.0934525),Mustard
POINT (76.860773255 27.237030120000004),MUSTARD
POINT (76.86060486999999 27.2476603),MUSTARD
POINT (76.866059295 27.245710670000005),MUSTARD
POINT (76.87025424999999 27.256483449999998),MUSTARD
POINT (77.04688082 27.255842574999996),Mustard
POINT (76.62034897 27.70708699),Mustard
POINT (76.92197303 27.252841479999994),MUSTARD
POINT (75.29774215499998 26.23465327499999),Mustard
POINT (76.921978855 27.25283945),MUSTARD
POINT (76.62036209 27.70707119),Mustard
POINT (76.63068572499999 27.729272589999994),Mustard
POINT (77.02862023999998 27.257171809999996),Mustard
POINT (76.93975452000001 27.271829455),MUSTARD
POINT (75.54681184900001 27.225503948000004),Mustard
POINT (73.722179205 27.195996060000006),Mustred
POINT (75.29078695500002 26.218449624999998),Mustard
POINT (76.63291062500001 27.731260060000004),Mustard
POINT (77.026662725 27.248328905),Mustard
POINT (76.63180346 27.74304011),Mustard
POINT (76.92852450499998 27.220668704999998),MUSTARD
POINT (75.914420167 26.231277571499994),Mustard
POINT (75.28503187 26.227956005000003),Mustard
POINT (76.03714706400001 25.062004484999996),Mustard
POINT (76.01228670500001 24.132738995000008),Mustard
POINT (77.01672111500002 27.229861434999997),Mustard
POINT (73.39080489 27.265391615000006),Mustard
POINT (76.037189831 25.061942985499996),Mustard
POINT (75.90641783999999 26.022456745),Mustered
POINT (76.62624352999998 27.73501152999999),Mustard
POINT (75.26675411500001 26.20900752),Mustard
POINT (74.16858486499999 29.706212564999987),Musturd
POINT (76.937651595 27.37451022),Mustard
POINT (73.057042815 24.85680096),Musterd
POINT (76.55753324 27.722735900000004),Mustard
POINT (77.14325663499999 27.752413265),Mustard
POINT (77.25697274000001 27.319842565),Mustard
POINT (75.963365572 26.255692964999998),Mustard
POINT (73.91544265000002 26.964471694999997),Mustard
POINT (76.55758759000001 27.73757321),Mustard
POINT (77.13323469 27.734652715000003),Mustard
POINT (76.25070830000001 26.110385),Mustard
POINT (75.98977634099998 26.263845041999996),Mustard
POINT (76.455596165 27.699602284999997),Mustard
POINT (76.92210494499999 27.149206275),MUSTARD
POINT (73.39428967000002 27.25848388),Mustard
POINT (76.92053172 27.142650355),MUSTARD
POINT (77.61233849999999 27.199490540000006),Mustard
POINT (77.05177635500002 27.261029055),Mustard
POINT (73.92902388999998 26.968654735),Mustard
POINT (76.44516916500001 27.696666949999997),Mustard
POINT (77.61239521 27.199505545000005),Mustard
POINT (75.97603423349999 26.255014282999998),Mustard
POINT (74.606328495 25.932450800000016),Mustard
POINT (77.604130985 27.196860105000003),Mustard
POINT (77.35264249999999 27.423973290000003),Mustard
POINT (76.34783348499998 27.66147159),Mustard
POINT (77.58578059999999 27.201802960000002),Mustard
POINT (77.05945188000001 27.200415804999995),MUSTARD
POINT (77.06238246499998 27.200287860000003),MUSTARD
POINT (76.34787047 27.661641975000002),Mustard
POINT (73.90978142 26.941472994999998),Mustard
POINT (75.965132195 25.923140340000003),Musterd
POINT (75.910654113 26.220550609000004),Mustard
POINT (72.918820575 25.32320229),Mustard
POINT (72.919084295 25.323109754999997),Mustard
POINT (77.07655727 27.180711915),MUSTARD
POINT (77.13484460500001 26.808626775000004),Mustard
POINT (76.31011732500001 27.585750235),Mustard
POINT (75.97228171499997 25.923278304999997),Mustard
POINT (77.08042164000001 27.343232484999994),Mustard
POINT (76.35096654500002 26.11187667500001),Mustard
POINT (76.31654953999997 27.582707294999995),Mustard
POINT (76.35141855 26.112381380000006),Mustard
POINT (75.94288504000001 25.133622244999998),Mustard
POINT (77.07970892 27.339981105),Mustard
POINT (77.095997635 27.249650834999994),MUSTARD
POINT (76.31659167000001 27.582705635000007),Mustard
POINT (75.881940155 26.209150957499997),Mustard
POINT (77.09866749999999 27.25890048),MUSTARD
POINT (76.33955154000002 27.56954861),Mustard
POINT (77.094315865 27.281478874999998),MUSTARD
POINT (76.36235238499998 26.077441910000005),Mustard
POINT (77.089119725 27.293913855000007),MUSTARD
POINT (77.08912426000002 27.293896380000007),MUSTARD
POINT (76.33181955 27.574883895),Mustard
POINT (77.04156464999998 27.227730324999992),MUSTARD
POINT (77.03409058999999 27.238757524999993),MUSTARD
POINT (77.03022572500001 27.24221338),MUSTARD
POINT (77.03022855500001 27.242219515000006),MUSTARD
POINT (76.357069395 27.96174487),Mustard
POINT (76.99844147 27.216819805000007),MUSTARD
POINT (76.36633502999999 27.955019319999998),Mustard
POINT (76.98964169999999 27.220491735000003),MUSTARD
POINT (76.964814695 27.22069098),MUSTARD
POINT (76.97318417 27.282185719999994),MUSTARD
POINT (76.476537595 27.834179839999997),Mustard
POINT (76.97318335000001 27.282183705),MUSTARD
POINT (77.5842075 26.990880500000003),Musturd
POINT (76.57622678 26.911796254999995),Mustard
POINT (76.47657497499999 27.834185714999997),Mustard
POINT (76.60933259500003 26.921766765),Mustard
POINT (77.5792900833333 26.99769608333334),Musturd
POINT (77.008029745 27.28252919),MUSTARD
POINT (76.472458585 27.81555759500001),Mustard
POINT (77.03271951500001 27.271184795000003),MUSTARD
POINT (74.52284961000001 25.209302875000002),MUSTARD
POINT (76.48666483500001 27.802051765000005),Mustard
POINT (77.351609015 27.255319080000003),Mastard
POINT (77.61603604 26.98412785),Mustard
POINT (77.609207485 26.998159365),Mustard
POINT (76.49655094 27.792452559999997),Mustard
POINT (76.50807728500001 27.773260269999998),Mustard
POINT (75.74861623 26.270033235),Mustered
POINT (75.525156485 26.445938415),Mustard
POINT (77.34750363500001 27.28975466),Mustard
POINT (75.73615568 26.262013885),Mustered
POINT (76.28374325500002 26.636380104999994),Mustard
POINT (77.34748593500001 27.289754550000005),Mustard
POINT (76.52952896499998 27.753562185),Mustard
POINT (75.52080507499997 26.43197923500001),Mustard
POINT (75.72215111499999 26.254895999999995),Mustered
POINT (76.26057902499998 26.635895230000006),Mustard
POINT (76.542838905 27.740775975000002),Mustard
POINT (77.03030906000001 27.047524425),Mustard
POINT (75.72258051499999 26.275609105),Mustered
POINT (75.53340050499997 26.42907307000001),Mustard
POINT (77.000934825 27.316507769999998),MUSTARD
POINT (77.00639853999999 27.316418220000003),MUSTARD
POINT (74.16485000000002 26.541035215),Mustard
POINT (77.08686513500001 27.33430697),Mustard
POINT (75.746831415 26.301647420000002),Mustered
POINT (77.02962773499999 27.30932436499999),MUSTARD
POINT (77.04260863500001 27.30247503),MUSTARD
POINT (76.442115545 27.686443705),Mustard
POINT (77.11198663500001 27.102992620000002),Mastard
POINT (77.053446335 27.291312915000002),MUSTARD
POINT (75.614200035 26.422394605),Mustard
POINT (77.09071778 27.327313729999997),Mustard
POINT (77.05777114 27.02001383000001),Mustard
POINT (77.11197330000002 27.10295331000001),Mastard
POINT (76.44209691000002 27.686481134999998),Mustard
POINT (77.08396685000001 27.279319540000007),MUSTARD
POINT (75.62871371999998 26.421750310000004),Mustard
POINT (77.10667635000001 27.331216845),Mustard
POINT (76.424637885 27.675166690000005),Mustard
POINT (77.107629885 27.330996879999997),Mustard
POINT (77.0341432 27.05512464000001),Mustard
POINT (77.08321278500001 27.330198785000004),MUSTARD
POINT (77.09777567 27.32854514),Mustard
POINT (75.64154636999999 26.412496345000005),Mustard
POINT (77.05769381500001 27.02000909999999),Mustard
POINT (77.097577115 27.3488401),MUSTARD
POINT (76.2181435565 26.523636632),Mustard
POINT (77.07133448 27.014468324999996),Mustard
POINT (76.47737929000002 27.768213335000002),Mustard
POINT (77.17335444000001 27.343399819999995),MUSTARD
POINT (76.43719753999999 26.82528281000001),Musterd
POINT (77.287199628 26.914826534000003),Mustard
POINT (76.47242243000001 27.78727718),Mustard
POINT (76.47239887 27.787276949999995),Mustard
POINT (76.44986383999999 27.795301005),Mustard
POINT (76.698806485 27.535098920000003),Mustard
POINT (76.700727795 27.544832349999997),Mustard
POINT (76.70292006999998 27.551472120000007),Mustard
POINT (76.70541894499999 27.560333720000006),Mustard
POINT (76.700085375 27.57349087),Mustard
POINT (76.70403214500001 27.586563155),Mustard
POINT (76.70884710499999 27.596359659999997),Mustard
POINT (76.71500449 27.60631907),Mustard
POINT (76.731164745 27.603609915000003),Mustard
POINT (77.24331775849998 26.9874648955),Mustard
POINT (76.744672315 27.594538295000007),Mustard
POINT (76.73877985499999 27.583663515),Mustard
POINT (76.72646696000001 27.570602065000003),Mustard
POINT (76.72278133 27.562554634999998),Mustard
POINT (76.714878535 27.551716750000004),Mustard
POINT (76.70964820500001 27.538301025000003),Mustard
POINT (76.70633505999999 27.530973210000003),Mustard
POINT (76.71596671500001 27.528823105000004),Mustard
POINT (76.98830293500001 27.359213219999994),MUSTARD
POINT (76.730824575 27.523243410000003),Mustard
POINT (76.98832751 27.359246220000006),MUSTARD
POINT (76.97812159999998 27.382709670000004),MUSTARD
POINT (76.91427888000001 27.647775815),Mustard
POINT (76.95533337000003 27.361931609999992),MUSTARD
POINT (76.456762815 27.761919470000002),Mustard
POINT (76.94589736999998 27.362044929999996),MUSTARD
POINT (76.93952621000003 27.638648420000003),Mustard
POINT (76.45669026499999 27.761929459999994),Mustard
POINT (76.944195365 27.621096960000006),Mustard
POINT (76.93158295999999 27.362068555),MUSTARD
POINT (74.10139429 26.487841045000003),Mustard
POINT (77.0176398 27.37213811),Mustard
POINT (76.428517495 27.783530650000007),Mustard
POINT (76.93450389999998 27.387610825000003),MUSTARD
POINT (73.91525867000001 26.974133989999995),Mustard
POINT (76.94509034000001 27.392220525),MUSTARD
POINT (76.428486815 27.78351628499999),Mustard
POINT (74.05816738999998 26.431401915),Mustard
POINT (76.753314695 27.51384251),Mustard
POINT (77.02961998999999 27.378969230000003),Mustard
POINT (75.17897351000002 27.706442295),Mustard
POINT (75.59854385500003 26.310968659999997),Mustard
POINT (76.772618685 27.507809820000006),Mustard
POINT (76.938527215 27.425804174999996),MUSTARD
POINT (73.918279975 26.954033090000003),Mustard
POINT (76.79347659500002 27.500966735),Mustard
POINT (76.39731559499998 27.777618354999998),Mustard
POINT (74.030228105 26.45396322),Mustard
POINT (77.39199931000003 26.861566245000013),Mustard
POINT (76.39731148499999 27.777609905000002),Mustard
POINT (75.59110118999999 26.293485150000002),Mustard
POINT (77.01497372 27.388800405),Mustard
POINT (77.27844280899998 26.934319028000004),Mustard
POINT (76.38736858000001 27.770040744999996),Mustard
POINT (74.152398745 27.750205309999995),Mustard
POINT (76.98187716 27.40941317),MUSTARD
POINT (75.58752310000001 26.283370275),Mustard
POINT (76.38068188999999 27.761583610000002),Mustard
POINT (77.00006134 27.413327204999995),MUSTARD
POINT (76.80883480499999 27.473943414999997),Mustard
POINT (73.975549605 26.444782385000003),Mustard
POINT (76.80388008999999 27.460773134999993),Mustard
POINT (76.99180523 27.396096155),Mustard
POINT (76.813629615 27.44684983),Mustard
POINT (76.36776316999999 27.770005320000003),Mustard
POINT (76.98422153999998 27.396710710000008),Mustard
POINT (73.892004195 26.943410719999992),Mustard
POINT (76.98355337500001 27.39748881),Mustard
POINT (76.83616416499999 27.439635185000004),Mustard
POINT (76.85044530500001 27.443296119999996),Mustard
POINT (76.98401699000001 27.410525940000003),Mustard
POINT (73.9738409 26.460496529999993),Mustard
POINT (76.85954609999997 27.458494225),Mustard
POINT (76.871543685 27.463533574999996),Mustard
POINT (75.62971689000001 26.254098029999994),Mustard
POINT (76.87315659499998 27.451305215),Mustard
POINT (76.344267455 27.784700714999996),Mustard
POINT (76.87016985000002 27.43198213499999),Mustard
POINT (76.868151225 27.42255149),Mustard
POINT (76.9831621 27.379140529999994),Mustard
POINT (76.31225448500004 27.780079285),Mustard
POINT (76.86838485999999 27.413846539999998),Mustard
POINT (76.86863181 27.40171423),Mustard
POINT (77.00132784000002 26.871696755000016),Mustrad
POINT (73.88348245999998 26.92288818),Mustard
POINT (76.867175555 27.392611385),Mustard
POINT (76.87106195000001 27.383719655),Mustard
POINT (76.86676195 27.391489740000004),MUSTARD
POINT (77.00018275000001 27.356545869999998),Mustard
POINT (76.31227767 27.78006099),Mustard
POINT (76.88585103999998 27.333835059999995),Mustard
POINT (76.868177525 27.413681855),MUSTARD
POINT (76.28964769999999 27.78152289),Mustard
POINT (76.87559966500001 27.325906350000004),Mustard
POINT (76.86283567999998 27.320095974999997),Mustard
POINT (76.85145985999999 27.31685753),Mustard
POINT (76.87325154499999 27.45251251),MUSTARD
POINT (76.840909735 27.321095235),Mustard
POINT (76.88205785999999 27.457899055000002),MUSTARD
POINT (74.017409315 26.58593444),Mustard
POINT (76.89366149 27.464276609999995),MUSTARD
POINT (76.84098954499999 27.299110855),Mustard
POINT (76.28512800499998 27.75797481),Mustard
POINT (74.31218810499999 29.352044724999985),Mustard
POINT (76.85609996 27.419158350000004),MUSTARD
POINT (76.83817473 27.227532564999997),Mustard
POINT (76.26358438 27.750549919999997),Mustard
POINT (76.85099382 27.218442375000006),Mustard
POINT (76.84475617999999 27.407273429999993),MUSTARD
POINT (76.25839378 27.744388249999997),Mustard
POINT (76.84542227 27.264208840000002),Mustard
POINT (76.84515323999999 27.26158694),Mustard
POINT (76.262296325 27.723291089999993),Mustard
POINT (76.271060605 27.639732830000003),Mustard
POINT (76.264802145 27.63847973),Mustard
POINT (75.19856494500002 27.735501555000006),Mustard
POINT (76.87293104 27.423452244999993),Mustard
POINT (76.330069135 27.627113695000002),Mustard
POINT (76.871295855 27.44301791000001),Mustard
POINT (76.92705117000001 27.41733807500001),Mustard
POINT (76.93178342 27.402858069999997),Mustard
POINT (76.93893928499999 27.39423584),Mustard
POINT (76.95409247499998 27.40692823),Mustard
POINT (76.96184282999998 27.417615935000004),Mustard
POINT (76.95953325000002 27.398960725000002),Mustard
POINT (76.98249480499999 27.409777470000005),Mustard
POINT (76.9912451 27.416267740000002),Mustard
POINT (76.86218233999999 27.349078974999998),MUSTARD
POINT (76.98505564 27.395986495),Mustard
POINT (76.983689075 27.381085804999998),Mustard
POINT (76.871897005 27.327507935),MUSTARD
POINT (76.97241919 27.360994445),Mustard
POINT (76.96186084500002 27.361505335000004),Mustard
POINT (76.87685559500001 27.327115770000006),MUSTARD
POINT (76.94668719999997 27.361928325),Mustard
POINT (76.92873340500003 27.362405099999997),Mustard
POINT (76.85491205 27.318155364999996),MUSTARD
POINT (76.96100837999998 27.30533964),Mustard
POINT (76.97442294999999 27.29498073499999),Mustard
POINT (76.99692268 27.299482915),Mustard
POINT (75.71990572 26.251057634999995),Mustard
POINT (76.344696335 27.731458129999993),Mustard
POINT (77.01239708 27.304798715000004),Mustard
POINT (77.01278339 27.31746119),Mustard
POINT (77.0275513 27.308977579999997),Mustard
POINT (77.04717738000002 27.313621180000005),Mustard
POINT (75.72141575000003 26.263130124999996),Mustard
POINT (76.344645265 27.731469905000004),Mustard
POINT (77.08716822500001 27.324604825),Mustard
POINT (76.84337721 27.30360885),MUSTARD
POINT (77.09973674499997 27.32861759),Mustard
POINT (77.99996463499997 26.904458885000004),Mustard
POINT (76.349469135 27.75687094),Mustard
POINT (75.71825232500001 26.270196065),Mustard
POINT (77.11289826000001 27.334687270000007),Mustard
POINT (77.13597504 27.341778384999998),Mustard
POINT (75.70192778500002 26.267163444999994),Mustard
POINT (76.333162155 27.771654850000004),Mustard
POINT (74.04732881999999 26.755944869999997),Mustard
POINT (76.84172127000001 27.24303132),MUSTARD
POINT (75.681788785 26.270843810000002),Mustard
POINT (76.34307198500001 27.795980999999994),Mustard
POINT (76.986648275 26.897059059999997),Mustrad
POINT (76.35145506500001 27.81387168499999),Mustard
POINT (77.16410341499997 27.34374322),Mustard
POINT (77.17777936000002 27.344238439999998),Mustard
POINT (76.35772578999999 27.836909620000007),Mustard
POINT (77.18766161500001 27.343891859999996),Mustard
POINT (77.34121236499998 27.145973164999997),Mustard
POINT (76.80444273999998 27.228475355),MUSTARD
POINT (76.44187903500003 26.490326720000013),Mustard
POINT (77.19809436999998 27.342085915000006),Mustard
POINT (76.353480285 27.846682140000002),Mustard
POINT (76.698015175 26.961827650000004),Mustard
POINT (77.06915424499998 27.289742930000006),Mustard
POINT (77.09082755 27.288384869999998),Mustard
POINT (77.09645619 27.276852704999992),Mustard
POINT (76.37174918500001 27.829239610000002),Mustard
POINT (74.14197533500003 26.65411028500001),Mustard
POINT (77.08990365000002 27.269613205000002),Mustard
POINT (74.13187845499999 26.716474374999997),Mustard
POINT (76.37177074999998 27.829228219999997),Mustard
POINT (76.380199465 27.820637445000006),Mustard
POINT (76.842680435 27.42765952),MUSTARD
POINT (77.04071964 27.262660505000003),Mustard
POINT (77.03234423 27.271765379999994),Mustard
POINT (77.02173955000002 27.281813345),Mustard
POINT (76.85431976000002 27.448244925000004),MUSTARD
POINT (76.38009701000001 27.811632225),Mustard
POINT (76.85475066000001 27.456644340000004),MUSTARD
POINT (76.40710678499998 27.80157557),Mustard
POINT (77.041869695 27.230877785),Mustard
POINT (77.028734865 27.23432872),Mustard
POINT (76.81931233499999 27.454169010000005),MUSTARD
POINT (77.04101859 27.222919115000003),Mustard
POINT (76.40717943 27.801646835000003),Mustard
POINT (76.99878580999999 27.216834649999992),Mustard
POINT (76.41286722000002 27.83470896999999),Mustard
POINT (76.9911832 27.214226585),Mustard
POINT (76.9838989 27.223517414999996),Mustard
POINT (76.43557458999999 27.828925675000004),Mustard
POINT (76.98361097 27.223242140000004),Mustard
POINT (76.78796585999999 27.501501259999998),MUSTARD
POINT (76.41971994000002 27.8497323),Mustard
POINT (76.419904215 27.871127965),Mustard
POINT (76.43033008500001 27.857819424999995),Mustard
POINT (76.442667085 27.86065236),Mustard
POINT (76.45989079 27.837698174999996),Mustard
POINT (76.72275171500002 27.487760995000002),Mustard
POINT (76.731777145 27.482559399999996),Mustard
POINT (76.741203755 27.478127705000002),Mustard
POINT (76.749213845 27.4719186),Mustard
POINT (76.75755865000001 27.462066904999993),Mustard
POINT (76.77118304999999 27.45598731999999),Mustard
POINT (76.76200978 27.45039213),Mustard
POINT (76.74303190500002 27.43863453),Mustard
POINT (74.051614145 26.81294099500001),Mustard
POINT (74.039762495 26.803272250000003),Mustard
POINT (74.07471104999999 26.829060485000003),Mustard
POINT (74.113004265 26.821622625000003),Mustard
POINT (76.70186416499999 27.53307107500001),MUSTARD
POINT (76.725812475 27.530585280000004),MUSTARD
POINT (76.56109009500001 27.727972865000005),Mustard
POINT (76.714716515 27.537130285),MUSTARD
POINT (76.54679906499999 27.73961786),Mustard
POINT (76.53244662 27.73492251),Mustard
POINT (76.70376324500002 27.537450314999994),MUSTARD
POINT (75.70614966000001 26.31864498),Mustard
POINT (76.527914305 27.754102995000004),Mustard
POINT (76.69547494499999 27.538326195000003),MUSTARD
POINT (74.31163419500001 29.378294459999996),Mustard
POINT (76.508080145 27.781231395),Mustard
POINT (76.49791464 27.790354734999994),Mustard
POINT (76.495817915 27.838678929999997),Mustard
POINT (76.490711725 27.797562640000006),Mustard
POINT (76.7035774 27.552464870000005),MUSTARD
POINT (76.47762334500001 27.810205714999995),Mustard
POINT (76.46503406999999 27.816460810000002),Mustard
POINT (76.44845673000002 27.820854579999995),Mustard
POINT (74.18479855499999 26.799622500000005),Mustard
POINT (76.44856344 27.80702899),Mustard
POINT (75.317041505 25.4715439),Mustard
POINT (76.70133372 27.577672915000004),MUSTARD
POINT (76.45039570000003 27.787663745000003),Mustard
POINT (76.49580340000001 27.838692145000003),Mustard
POINT (76.43521237500002 27.784094350000004),Mustard
POINT (76.41533956000002 27.779778014999994),Mustard
POINT (76.407173355 27.778273524999996),Mustard
POINT (76.68060055000002 27.580785844999998),MUSTARD
POINT (76.50627059999997 27.87346876),Mustard
POINT (76.394468925 27.776666454999997),Mustard
POINT (72.34637654999997 25.317192124999995),Mustard
POINT (76.38784317 27.770498960000005),Mustard
POINT (75.78468771499998 26.122051654999996),Mustered
POINT (76.37876653999999 27.759147645000006),Mustard
POINT (76.71541410500001 27.588159415),MUSTARD
POINT (76.38310609999999 27.781119450000006),Mustard
POINT (75.30785183999998 25.34079928999999),Mustard
POINT (76.53782499000002 27.872993319999996),Mustard
POINT (76.376374895 27.787751695000008),Mustard
POINT (75.30889091000002 25.29148762500001),Mustard
POINT (76.38324894499999 27.800180850000004),Mustard
POINT (75.035827015 27.308141894999995),Mustard
POINT (76.38039231000002 27.813044689999998),Mustard
POINT (75.03722633500001 27.297136290000005),Mustard
POINT (76.38052317999997 27.820921914999996),Mustard
POINT (76.38867818499999 27.836729874999996),Mustard
POINT (76.410981005 27.835780815),Mustard
POINT (75.017976705 27.259667854999996),Mustard
POINT (76.42916985 27.825970919999996),Mustard
POINT (74.35276999999999 26.762610165),Mustard
POINT (74.36720462000002 26.769424760000003),Mustard
POINT (76.42259461 27.84627855999999),Mustard
POINT (75.77406578 26.107174365),Mustered
POINT (75.01421205500003 27.251906605),Mustard
POINT (76.922560215 27.650747104999994),MUSTARD
POINT (76.56654420000004 27.881312400000002),Mustard
POINT (76.419885005 27.87102335),Mustard
POINT (76.42517588999999 27.858602284999996),Mustard
POINT (76.43747233000002 27.85960017499999),Mustard
POINT (76.51081388000001 27.942643044999993),Mustard
POINT (76.44623445 27.867011180000002),Mustard
POINT (76.46703859 27.858045800000003),Mustard
POINT (76.50192115499999 27.967893060000005),Mustard
POINT (76.46097675500002 27.840056379999993),Mustard
POINT (76.46129021000003 27.824213619999995),Mustard
POINT (76.52559826 27.0197233),Musturd
POINT (76.46600383999998 27.817797409999997),Mustard
POINT (76.48112971499998 27.80763429),Mustard
POINT (76.48835283 27.821665375),Mustard
POINT (76.521724355 27.99055813),Mustard
POINT (76.49313830500002 27.835791414999996),Mustard
POINT (76.743561365 27.595033535),MUSTARD
POINT (76.50507758500001 27.847910285000005),Mustard
POINT (76.51087123 27.865327),Mustard
POINT (76.527942525 27.874239499999998),Mustard
POINT (74.95340609000002 27.150335079999998),Mustard
POINT (76.54853382999998 27.872680525),Mustard
POINT (74.75412127 27.247904464999998),Mustard
POINT (76.54109374499998 27.890057479999996),Mustard
POINT (74.94106424999998 27.144068969999996),Mustard
POINT (76.71630243000001 27.554769085000004),MUSTARD
POINT (76.51004389000002 27.944312414999995),Mustard
POINT (74.93299099999997 27.139379554999994),Mustard
POINT (76.50145067999998 27.966655660000004),Mustard
POINT (76.50140737 27.978617480000004),Mustard
POINT (74.94571851999999 27.156546959999996),Mustard
POINT (76.45052462 27.691313155),Mustard
POINT (76.43790144 27.684585594999994),Mustard
POINT (76.42426498 27.670621634999996),Mustard
POINT (76.42314089 27.686999359999998),Mustard
POINT (76.33112648999997 27.628425785),Mustard
POINT (76.31959238 27.610592184999994),Mustard
POINT (76.31340606500001 27.597560009999995),Mustard
POINT (76.31044978999999 27.62310129),Mustard
POINT (75.15160002 26.988183664999998),Mustard
POINT (76.27997131499997 27.698514714999995),Mustard
POINT (73.871525855 26.95508313),Mustard
POINT (76.2654444 27.70755095),Mustard
POINT (76.26232236000001 27.723376045),Mustard
POINT (74.15610900499999 27.701580404999998),Mustard
POINT (76.27399721999998 27.72614556),Mustard
POINT (73.86270255499998 26.925242054999995),Mustard
POINT (76.287045015 27.746776715),Mustard
POINT (76.28327913500002 27.769420510000003),Mustard
POINT (76.29019168000002 27.781470884999997),Mustard
POINT (76.31285543500002 27.783073655000003),Mustard
POINT (75.99241116499998 26.364705310000005),Mustard
POINT (76.33992310000001 27.785346730000004),Mustard
POINT (73.85057390000003 26.90418716000001),Mustard
POINT (76.78834122000004 27.0068152),Mustard
POINT (76.35377103 27.781029090000004),Mustard
POINT (76.356960975 27.75331794),Mustard
POINT (75.12479591666663 27.300401750000002),Mustard
POINT (76.00778220499997 26.364978275000006),Mustard
POINT (76.78170823999997 27.00613230999999),Mustard
POINT (75.97263102499998 25.957675744999996),Musterd
POINT (76.35260546 27.73115721),Mustard
POINT (76.34555814500001 27.759528455),Mustard
POINT (76.01283546500001 26.374771135000003),Mustard
POINT (75.99501401500001 25.943248375000007),Mustard
POINT (73.83707170000001 26.89812829),Mustard
POINT (76.34377276500001 27.801219214999996),Mustard
POINT (76.02156225999997 26.383079959999996),Mustard
POINT (76.332681475 27.80622396),Mustard
POINT (75.99500949999998 25.94323058499999),Mustard
POINT (74.10452937 27.608296534999994),Mustard
POINT (75.99877303000001 25.906039564999997),Mustard
POINT (76.01679285 26.36646791),Mustard
POINT (76.016805525 26.366487389999996),Mustard
POINT (75.99878873499999 25.90603095),Mustard
POINT (75.6708849 26.270717315000006),Mustard
POINT (76.03620437500003 26.382923745),Mustard
POINT (75.228048075 27.110465060000003),Mustard
POINT (75.96827656 25.89031268),Mustard
POINT (75.6787874 26.269767865),Mustard
POINT (75.23363987000002 27.0919879),Mustard
POINT (73.83779135500001 26.92882217),Mustard
POINT (75.681664475 26.27641273000001),Mustard
POINT (75.215400655 25.799401879999998),Mustard
POINT (74.852765895 27.37082362),Mustard
POINT (75.23162840000002 25.81889013999999),Mustard
POINT (75.23163049999997 25.818880964999998),Mustard
POINT (73.81489096000001 26.945758114999997),Mustard
POINT (75.93669965999997 25.886269965000004),Mustard
POINT (75.21428999 27.05980196500001),Mustard
POINT (75.93669329000004 25.8862717),Mustard
POINT (74.864447915 27.355530375),Mustard
POINT (75.93575372 25.862757289999998),Mustard
POINT (75.91916183500001 27.172640790000003),Mustard
POINT (75.91198905 25.839889615000004),Mustard
POINT (75.20870361499998 27.038949254999995),Mustard
POINT (74.75667218999999 27.321056365000004),Mustard
POINT (73.89905698 27.663190135),Mustard
POINT (74.977814635 27.187866264999997),Mustard
POINT (75.68185418500002 26.26817664),Mustard
POINT (75.68637829 26.268777390000004),Mustard
POINT (75.59020635499999 27.342315039999995),Mustard
POINT (75.02408404999997 25.876934385),Mustard
POINT (75.693854325 26.264277699999997),Mustard
POINT (75.69558836000003 26.268133379999995),Mustard
POINT (75.90970171999999 26.317813250000007),Mustard
POINT (75.695475835 26.267880459999997),Mustard
POINT (75.02407606 27.230153585000004),Mustard
POINT (75.89164221 26.286425360000003),Mustard
POINT (74.31185095000001 29.378330880000004),Mustard
POINT (75.68723979500001 26.285920225),Mustard
POINT (75.871256065 26.266063745000004),Mustard
POINT (75.857081055 26.248752270000004),Mustard
POINT (74.66477760499998 26.128606555000005),Mustured
POINT (74.66494669999999 26.129519060000007),Mustard
POINT (75.93662148000001 26.240890035),Mustered
POINT (76.01778249499998 25.929119835),Mustard
POINT (75.63666208000004 26.28350114),Mustard
POINT (76.01780178000004 25.929060079999992),Mustard
POINT (76.31820508000001 27.035818260000003),Mustard
POINT (76.03934354999998 25.92370191499999),Mustard
POINT (75.65099365499998 26.268711324999998),Mustard
POINT (76.08429827500001 25.958773380000004),Mustard
POINT (75.64337617 26.269595709999994),Mustard
POINT (76.10169376499996 25.958431165000007),Mustard
POINT (75.01679936999999 27.319086395000006),Mustard
