geometry,typeofcrop
POINT (75.3208697 32.06461328500001),Wheat
POINT (75.35274707000002 32.06431613999999),Wheat
POINT (75.35934149500001 32.054718720000004),Wheat
POINT (75.99463592999999 31.252336865000007),Wheat
POINT (75.35834984499999 31.812362775000004),Wheat
POINT (75.36849242999999 32.03240333),Wheat
POINT (75.37211392500001 31.80218163500001),Wheat
POINT (75.40807145000001 31.684946264999997),Wheat
POINT (75.99101678999997 31.238820165),Wheat
POINT (75.42243078500003 32.050394864999994),Wheat
POINT (75.29025755 32.019517455),Wheat
POINT (75.324280945 32.023405329999996),Wheat
POINT (75.05757766500001 31.900121519999992),Wheat
POINT (76.09590980499999 31.137236299999994),Wheat
POINT (76.06899889999998 31.155822034999993),Wheat
POINT (76.07480387 31.167818345),Wheat
POINT (75.052466445 31.88223661499999),Wheat
POINT (75.24692461 31.826859175000003),Wheat
POINT (75.81390165500002 30.75777510499999),wheat
POINT (76.27624343 31.084458565),Wheat
POINT (76.27621869000001 31.083561984999996),Wheat
POINT (76.27493192 31.086066559999995),Wheat
POINT (75.28898855000001 31.68395291000001),Wheat
POINT (74.88481917 31.872988395),wheat
POINT (74.16112684500001 30.406423395),Wheat
POINT (75.02790202999998 31.017432675000002),Wheat
POINT (74.05195805000002 30.452300020000006),wheat
POINT (73.99068514 30.183843470000006),Wheat
POINT (75.556643705 31.266373805),Wheat
POINT (74.06352485500001 30.460774285000007),Wheat
POINT (74.17223982 30.184288875),Wheat
POINT (75.37754140999996 32.295872300000006),Wheat
POINT (75.02790773999999 31.017415514999993),Wheat
POINT (75.35442048999998 32.318176885),Wheat
POINT (75.03883234 30.998683390000004),Wheat
POINT (74.265876595 30.593665135000002),wheat
POINT (74.26532701 30.57507187),wheat
POINT (74.26796318999999 30.570098705),Wheat
POINT (75.09240100499999 31.43240844),Wheat
POINT (75.09150049999997 31.442746209999996),Wheat
POINT (75.16706875999998 30.310224675),Wheat
POINT (75.65105939999998 30.8956473),Wheat
POINT (74.57723159000003 30.969458530000004),Wheat
POINT (74.57500883 30.97225045000001),Wheat
POINT (75.52288666666665 31.399315),Wheat
POINT (75.50286683333334 31.41188983333334),Wheat
POINT (75.97627859000002 30.866619694999997),Wheat
POINT (75.44865769999998 30.741300944999995),Wheat
POINT (75.976325455 30.866646794999998),Wheat
POINT (76.2230635 30.177952240000003),Wheat
POINT (76.23021751 30.188113249999997),Wheat
POINT (76.248227925 30.214105485000005),Wheat
POINT (76.26324689 30.243123435),Wheat
POINT (76.26326586 30.243244815000004),Wheat
POINT (75.85541544999998 30.842052360000004),Wheat
POINT (76.04143523499998 30.846699019999996),Wheat
POINT (76.524248955 30.161027935),Wheat
POINT (76.50362307500001 30.197339475),Wheat
POINT (76.45300622 30.227545314999993),Wheat
POINT (76.43308399999998 30.280316385000003),Wheat
POINT (75.47881852 30.742040295),Wheat
POINT (74.85610494499997 30.14586970000001),Wheat
POINT (74.77940475499997 30.121717905000004),Wheat
POINT (74.69629392500003 30.090544055000002),Wheat
POINT (74.64460391499999 30.059148444999995),Wheat
POINT (74.562578755 30.085720614999996),Wheat
POINT (74.48962962000003 30.22587115),Wheat
POINT (74.50983620500001 30.271352475000004),Wheat
POINT (74.47633066 30.33437178000001),Wheat
POINT (74.46287150999999 30.390681190000002),Wheat
POINT (74.48870839 30.449975314999996),Wheat
POINT (74.60274872000001 30.413954215),Wheat
POINT (74.681172295 30.35858619),Wheat
POINT (74.73768369000001 30.295187320000004),Wheat
POINT (74.83258342000002 30.259920355),Wheat
POINT (76.20825423499998 30.849156419999996),Wheat
POINT (76.43748225499998 30.4732683),Wheat
POINT (75.53430841666668 31.28447866666666),wheat
POINT (76.49325838500002 26.87568399999999),Wheat
POINT (74.63678428 25.925562045000003),Wheat
POINT (74.49441228999999 29.559903209999998),Wheat
POINT (73.770614955 29.407595965000002),Wheat
POINT (73.770471195 29.407872985),Wheat
POINT (76.838274085 28.10933116),Wheat
POINT (76.84140869 28.108191585000004),Wheat
POINT (74.209175785 23.52970401),Wheat
POINT (74.20817944 23.520884544999998),Wheat
POINT (74.34496014499999 25.053644785000003),Wheat
POINT (74.20359151500001 23.518252344999997),Wheat
POINT (74.30549571000003 23.456757379999992),Wheat
POINT (74.18254275 23.52149221499999),Wheat
POINT (74.30510696999997 23.456707415),Wheat
POINT (73.44811652 29.74741408),Wheat
POINT (74.3051459 23.45667805),Wheat
POINT (74.30549929499998 23.456748185),Wheat
POINT (74.305665845 23.45672957),Wheat
POINT (74.30559754999999 23.456760024999994),Wheat
POINT (74.30578003999999 23.456752705000007),Wheat
POINT (74.32846141000002 25.041817365),Wheat
POINT (74.15331211 23.532200255),Wheat
POINT (74.31881827999999 25.045744959999997),Wheat
POINT (74.15396664 23.569338905000002),Wheat
POINT (73.893486665 29.41305275),Wheat
POINT (74.31228082000001 25.05779404),Wheat
POINT (74.34378838000002 23.656869545),Wheat
POINT (74.34943455 23.651223780000002),Wheat
POINT (74.39031410999999 23.624540474999996),Wheat
POINT (73.870807945 29.378414969999994),Wheat
POINT (74.390307455 23.624583904999998),Wheat
POINT (76.96574176499999 27.511165075),Wheat
POINT (74.38509152999998 23.602329995),Wheat
POINT (75.22477466666668 26.002287000000006),Wheat
POINT (73.8700589 29.34420050999999),Wheat
POINT (74.16921062999998 23.517455625),Wheat
POINT (74.34037262000001 24.822996425000003),Wheat
POINT (77.295128535 27.195213624999997),Wheat
POINT (77.28194754500001 27.1757141),Wheat
POINT (76.42390594499999 26.763464649999996),Wheat
POINT (76.02198999999999 24.5765667),Wheat
POINT (73.58218789 29.988231435),Wheat
POINT (76.03265830000002 24.572475),Wheat
POINT (73.274656325 25.311676940000005),Wheat
POINT (76.036995835 24.572886239999995),Wheat
POINT (76.468232325 26.123059490000003),Wheat
POINT (76.37656722099999 25.9189963105),Wheat
POINT (74.55535135000001 26.848232965),Wheat
POINT (76.03426871500002 24.586433085),Wheat
POINT (77.29216309499998 27.15977489999999),Wheat
POINT (76.03341752 24.589725039999998),Wheat
POINT (76.64501459499999 25.09113088499999),Wheat
POINT (73.42506277999999 29.721411095),Wheat
POINT (76.37680021000001 25.9190242775),Wheat
POINT (73.43366903500001 29.7133334),Wheat
POINT (74.49987456 27.27742178500001),Wheat
POINT (73.56276093500001 29.95417285),Wheat
POINT (76.55168820000002 26.326875754999996),Wheat
POINT (74.51374157 26.793786054999998),Wheat
POINT (76.61104305999997 25.927046575000002),Wheat
POINT (73.23014908000002 25.256235075000003),Wheat
POINT (76.36174296499999 26.07781659500001),Wheat
POINT (74.53514625 27.263052334999998),Wheat
POINT (76.94790925500001 26.612673245000003),Wheat
POINT (74.538180755 27.252668905),Wheat
POINT (74.49017606999999 26.817891740000004),Wheat
POINT (77.67683687000002 27.192444745),Wheat
POINT (77.92479036499998 26.780744544999997),Wheat
POINT (75.11551775499998 25.379645004999993),Wheat
POINT (76.52180466666668 25.889665416666663),Wheat
POINT (75.14141114999998 25.375081769999994),Wheat
POINT (76.589904915 27.309414249999993),Wheat
POINT (73.28094205000002 25.144326904999996),Wheat
POINT (74.46396354000001 26.840353290000007),Wheat
POINT (77.642144065 27.196487780000002),Wheat
POINT (74.46282759500001 26.832564005000002),Wheat
POINT (77.55482824999999 27.314287370000006),Wheet
POINT (73.32289415999998 25.112323185),Wheat
POINT (77.55482922500002 27.314249880000013),wheet
POINT (76.34738763000003 25.78833451500001),Wheat
POINT (76.64182683499999 25.181123025000012),Wheat
POINT (74.39047759 26.780262835000002),Wheat
POINT (74.331987225 26.75323841),Wheat
POINT (73.35826099999998 25.36936196999999),Wheat
POINT (76.416594275 26.366933895000006),Wheat
POINT (76.36777530999998 26.256431554999995),Wheat
POINT (74.37405444999999 29.744031899999992),Wheat
POINT (73.492245075 25.428368325),Wheat
POINT (74.84313290999998 26.6712894),Wheat
POINT (73.44725915500001 29.54575274),Wheat
POINT (75.7052276035 27.0423771895),Wheat
POINT (76.67553043499998 27.680164325),Wheat
POINT (74.851252845 26.80050776),Wheat
POINT (77.55102867999997 27.248751449999997),wheat
POINT (73.42826612 25.429622764999998),Wheat
POINT (74.87852416 26.792218654999992),Wheat
POINT (73.28855766999999 25.362522465),Wheat
POINT (74.06217071 26.580760185000003),Wheat
POINT (74.06310432 26.567243850000004),Wheat
POINT (74.07924901999999 26.472656875000002),Wheat
POINT (74.070815575 26.449639804999997),Wheat
POINT (74.00566290500002 29.53693672),Wheat
POINT (74.69659386999999 26.30223413),Wheat
POINT (73.99809828 26.450095079999993),Wheat
POINT (76.20841671499997 27.85747171),Wheat
POINT (74.67710436000002 26.32477573),Wheat
POINT (75.51177068500002 25.846470969999995),Wheat
POINT (75.523735265 25.85258613),Wheat
POINT (75.62498472500002 25.944352999999996),Wheat
POINT (75.681926005 26.00698798),Wheat
POINT (75.80012123999998 26.138732475),Wheat
POINT (75.807148385 26.12814026),Wheat
POINT (75.80705103999999 26.12799511),Wheat
POINT (75.81142413 26.121313675),Wheat
POINT (75.81109013 26.121825065000003),Wheat
POINT (75.81168584 26.121212004999997),Wheat
POINT (75.81405346000001 26.117700245),Wheat
POINT (75.814231145 26.117775170000005),Wheat
POINT (75.82342366499999 26.105498035000004),Wheat
POINT (75.828277805 26.098461929999996),Wheat
POINT (75.84879233000001 26.07884932),Wheat
POINT (74.058689825 26.63489604),Wheat
POINT (75.85675949999998 26.06942471499999),Wheat
POINT (75.85677967500001 26.069694899999995),Wheat
POINT (75.89252307000001 26.040851065000005),Wheat
POINT (75.90223361499997 26.03170739),Wheat
POINT (75.93266809500001 25.997552825000003),Wheat
POINT (75.93276047999998 25.99771487),Wheat
POINT (76.01070181000001 25.919449419999996),Wheat
POINT (76.00335272 25.909333045000004),Wheat
POINT (74.157341505 26.551127264999998),Wheat
POINT (74.15737526000001 26.551146435000003),Wheat
POINT (75.84638309500002 26.217524830000002),Wheat
POINT (75.84628353000002 26.21816426),Wheat
POINT (75.855282915 26.247142114999995),Wheat
POINT (75.85792660500002 26.252326680000003),Wheat
POINT (75.89932172000002 26.36961715),Wheat
POINT (75.24493833000004 28.998995344999997),Wheat
POINT (75.88736882000002 26.369950695),Wheat
POINT (75.88698384 26.370098229999996),Wheat
POINT (75.88390584000001 26.369941134999998),Wheat
POINT (75.87910155500002 26.369882290000003),Wheat
POINT (75.878848885 26.369956599999995),Wheat
POINT (75.80440607 26.370723575),Wheat
POINT (75.80449039000001 26.370697345000007),Wheat
POINT (75.76966768999999 26.373037219999997),Wheat
POINT (75.76126305 26.37266021),Wheat
POINT (75.75759655 26.375249185),Wheat
POINT (75.75583076 26.377349505),Wheat
POINT (75.71932789499998 26.384683900000006),Wheat
POINT (75.71663001 26.3849011),Wheat
POINT (75.69705127 26.359809585),Wheat
POINT (75.72035196999998 26.273662495000004),Wheat
POINT (75.716089785 26.265075379999995),Wheat
POINT (75.61901349 26.308481649999997),Wheat
POINT (76.04140041500001 26.200397265),Wheat
POINT (76.33033756 27.894645930000003),Wheat
POINT (74.38138640499997 26.569562989999998),Wheat
POINT (75.27979797 29.173209484999994),Wheat
POINT (74.27325117000001 26.610984294999998),Wheat
POINT (74.25109655000001 26.623461),Wheat
POINT (74.24645612000002 26.62491379),Wheat
POINT (75.27660081 29.188337820000005),Wheat
POINT (73.96986500999999 26.703011639999993),Wheat
POINT (75.27540733500001 29.187696229999993),Wheat
POINT (75.27540668 29.187690619999994),Wheat
POINT (73.903349845 26.728731820000007),Wheat
POINT (73.86684192 26.7611518),Wheat
POINT (71.35154759000002 27.005040119999997),Wheat
POINT (74.790738575 26.42603245),Wheat
POINT (73.800180035 27.237751699999997),Wheat
POINT (74.53488524000001 29.256039765000004),Wheat
POINT (74.49458772499997 29.283748045),Wheat
POINT (76.346259535 27.793007940000003),Wheat
POINT (74.17179660499998 27.09254586),Wheat
POINT (75.04761050999998 27.77389796),Wheat
POINT (74.17095358500003 27.00550481),Wheat
POINT (74.19192659000001 26.988753735000007),Wheat
POINT (74.33221830000001 27.045262859999998),Wheat
POINT (75.13889915499999 29.132364815000006),Wheat
POINT (74.51313034499998 27.175432090000005),Wheat
POINT (74.52545623499998 27.17872817),Wheat
POINT (74.560058715 27.169051774999996),Wheat
POINT (74.57473785 27.159402055000005),Wheat
POINT (74.57713382000001 27.157605235),Wheat
POINT (74.60850107 27.141324945000008),Wheat
POINT (74.67205042000002 27.12612059500001),Wheat
POINT (74.92395806500001 27.053004234999996),Wheat
POINT (74.93402402000001 27.04487645499999),Wheat
POINT (74.95193420000001 27.036916225),Wheat
POINT (74.95195897000004 27.03676668),Wheat
POINT (74.97237335000001 27.033536905),Wheat
POINT (75.172156245 26.991909075000002),Wheat
POINT (74.91255816666668 27.217097000000006),Wheat
POINT (73.39215266 25.30805197),Wheat
POINT (74.62400467000003 26.504592329999998),Wheat
POINT (76.22825438000001 27.444877980000008),Wheat
POINT (73.44986828999998 25.289490194999996),Wheat
POINT (76.26254658500001 27.422232044999998),Wheat
POINT (74.49695201 26.495942725000003),Wheat
POINT (76.147739385 26.291077074999997),Wheat
POINT (76.46806994 27.423529275000003),Wheat
POINT (76.55009567 27.482228659999997),Wheat
POINT (76.55020723999998 27.482285215),Wheat
POINT (76.55350211499999 27.496254975000006),Wheat
POINT (74.56091169499999 25.055691695000007),Wheat
POINT (74.67592889 25.05341881000001),Wheat
POINT (74.389036215 26.34415186),Wheat
POINT (76.23280703499998 26.2773576),Wheat
POINT (73.57068091500001 25.272678824999993),Wheat
POINT (76.6043327 27.470466810000005),Wheat
POINT (76.60699786500001 27.461237934999996),Wheat
POINT (76.608328395 27.457241900000003),Wheat
POINT (76.61376351 27.4450715),Wheat
POINT (76.62101098999997 27.432775595000003),Wheat
POINT (76.62086122999997 27.433103274999997),Wheat
POINT (76.621008435 27.432441520000005),Wheat
POINT (76.621052075 27.429820899999992),Wheat
POINT (73.49889291999999 25.2876956),Wheat
POINT (74.61569785500002 25.055743624999998),Wheat
POINT (76.624767995 27.410868254999997),Wheat
POINT (76.62536246999998 27.4038834),Wheat
POINT (76.62577793499999 27.40220415),Wheat
POINT (76.62985992999998 27.368613845),Wheat
POINT (76.62764937999998 27.346729449999998),Wheat
POINT (76.62532999000001 27.332885984999997),Wheat
POINT (76.62512486000001 27.332772464999998),Wheat
POINT (76.622956265 27.311423195000003),Wheat
POINT (76.616472985 27.280699589999994),Wheat
POINT (76.75015558499999 27.528246175000003),Wheat
POINT (76.75475304 27.53473151),Wheat
POINT (76.78011264500002 27.55661181),Wheat
POINT (76.78510553499999 27.560167540000002),Wheat
POINT (76.79118461 27.564886705),Wheat
POINT (76.8304666 27.57051522499999),Wheat
POINT (76.90169744 27.540135510000006),Wheat
POINT (76.90161766500002 27.54007582),Wheat
POINT (76.90516543 27.538377604999994),Wheat
POINT (76.92263744000002 27.528906130000003),Wheat
POINT (76.94017448499997 27.520793530000002),Wheat
POINT (76.95529382999999 27.515057230000004),Wheat
POINT (76.97800839499997 27.482664535000005),Wheat
POINT (76.93297771499999 27.435764819999996),Wheat
POINT (76.912177545 27.416478030000007),Wheat
POINT (76.90379939500001 27.408639115),Wheat
POINT (76.903586125 27.408247575),Wheat
POINT (76.81802643999998 27.364399950000006),Wheat
POINT (76.78808934 27.36302505999999),Wheat
POINT (73.71188394 26.211580635),Wheat
POINT (76.78797885 27.36313803),Wheat
POINT (76.70124444 27.368202489999998),Wheat
POINT (76.670010735 27.376711890000006),Wheat
POINT (76.65546608 27.381346635),Wheat
POINT (74.96060177999999 26.860957970000005),Wheat
POINT (77.33261233350001 26.8925736575),Wheat
POINT (75.05321341499999 27.17152815),wheat
POINT (76.26966113499999 28.013105255),Wheat
POINT (76.68683904999999 26.023796490000002),Wheat
POINT (76.69019441500002 26.025073824999986),Wheat
POINT (74.69213364999996 27.293083190000004),Wheat
POINT (76.6797024 26.02025503500001),Wheat
POINT (72.60481448 26.640530300000005),wheat
POINT (76.17546251999998 25.90956418999999),Wheat
POINT (76.93362488999996 26.598945870000005),Wheat
POINT (76.501108755 26.264308445),Wheat
POINT (76.439549115 26.233305300000005),Wheat
POINT (74.210430015 25.941239070000005),Wheat
POINT (74.21042000999998 25.941221520000006),Wheat
POINT (76.653656585 25.955321785000006),Wheat
POINT (74.450617405 29.854078034999997),Wheat
POINT (76.41548463000004 27.70448093999999),Wheat
POINT (76.435355015 27.70747164),Wheat
POINT (76.41284102999997 26.052726755),Wheat
POINT (76.42720203 27.67387511),Wheat
POINT (76.46541648499999 26.16115994499999),Wheat
POINT (76.09824159499999 25.919950735000004),Wheat
POINT (75.98486357499999 25.933354134999995),Wheat
POINT (76.46776800499998 26.16666066000001),Wheat
POINT (75.9673555345 25.975851572499998),Wheat
POINT (74.34402624999998 29.837030705000007),Wheat
POINT (75.080568665 27.328716805),Wheat
POINT (75.91798554850001 25.841446905499993),Wheat
POINT (75.090364185 27.251277069999997),Wheat
POINT (75.90744200000003 25.884348134999993),Wheat
POINT (75.95806019649999 25.88342653899999),Wheat
POINT (75.950771269 25.925275662),Wheat
POINT (75.972894731 25.989753065500004),Wheat
POINT (76.44921690499999 27.82082683000001),Wheat
POINT (75.86266969849999 26.117314610499996),Wheat
POINT (75.873947356 26.107893551),Wheat
POINT (74.98351302 27.257105015),Wheat
POINT (76.43564803 27.784373955),Wheat
POINT (76.420147705 27.78165864),Wheat
POINT (75.94108916600001 26.244205770499995),Wheat
POINT (76.40758816499999 27.778257365),Wheat
POINT (76.39536353500003 27.777170095000002),Wheat
POINT (75.13672833500002 27.579513299999995),Wheat
POINT (74.97410379000002 27.204806764999994),Wheat
POINT (76.38429330000001 27.78268171000001),Wheat
POINT (76.38331329000003 27.793631814999998),Wheat
POINT (76.38265904 27.803308190000003),Wheat
POINT (74.952497715 27.198572489999997),Wheat
POINT (76.37195179 27.810178089999994),Wheat
POINT (74.917038305 27.181281539999997),Wheat
POINT (75.78862945 26.09497651),Wheat
POINT (74.91014050499999 27.189451475),Wheat
POINT (74.90249473 27.184494854999997),Wheat
POINT (76.32632671999998 27.619340020000003),Wheat
POINT (76.31713782000001 27.615227084999997),Wheat
POINT (74.90445684999997 27.19376343),Wheat
POINT (75.7925450915 26.0848067255),Wheat
POINT (76.283917175 27.637175775000003),Wheat
POINT (74.91076581999998 27.21453766),Wheat
POINT (76.27479482000001 27.634430255),Wheat
POINT (75.79999860999999 26.070049620000002),Wheat
POINT (76.27830367500003 27.699000019999993),Wheat
POINT (76.26645647 27.705331804999997),Wheat
POINT (76.26583655499999 27.72174788),Wheat
POINT (75.71934202249999 26.069896863500002),Wheat
POINT (74.98855091000003 27.257096949999994),Wheat
POINT (76.28679966500002 27.732823785),Wheat
POINT (76.28698760500001 27.747832745),Wheat
POINT (76.28516571 27.758580464999994),Wheat
POINT (76.280889885 27.77472467),Wheat
POINT (75.72777566100002 26.0116697955),Wheat
POINT (76.30229495500001 27.77797585999999),Wheat
POINT (76.34026923499998 27.792634680000003),Wheat
POINT (76.33927471000001 27.803734394999992),Wheat
POINT (76.33409817500001 27.81028114),Wheat
POINT (76.34764246999998 27.791140225000003),Wheat
POINT (75.731135262 25.993786001),Wheat
POINT (75.21843389 27.729710059999995),Wheat
POINT (75.21243211000004 27.776713864999998),Wheat
POINT (76.35064694000003 27.75690888500001),Wheat
POINT (76.32844374499999 27.763533445),Wheat
POINT (76.33084539999999 27.755571709999998),Wheat
POINT (76.35642100999999 27.76959486),Wheat
POINT (76.36135981500003 27.783341345000004),Wheat
POINT (76.37002277000002 27.781014885),Wheat
POINT (76.37826556 27.78210014),Wheat
POINT (76.46541368 27.778695919999997),Wheat
POINT (76.47205360999997 27.786595744999993),Wheat
POINT (76.47528241500004 27.795296930000006),Wheat
POINT (75.05290372 27.26374637),Wheat
POINT (75.08584254 27.207222585000004),Wheat
POINT (75.09529321 27.19458106),Wheat
POINT (74.49992257000001 26.094796184999996),Wheat
POINT (74.50341876999998 26.095223734999998),Wheat
POINT (76.2186133 24.239058300000007),Wheat
POINT (76.70329499500001 26.441200104999997),Wheat
POINT (74.96252259000002 27.301753599999994),Wheat
POINT (74.95804478999997 27.324445040000008),Wheat
POINT (75.740605125 26.1455819615),Wheat
POINT (75.63887842950001 26.123703477),Wheat
POINT (75.07251371200002 27.343271850499995),Wheat
POINT (75.563387665 26.161087877500005),Wheat
POINT (75.51876340999999 26.127884180000002),Wheat
POINT (75.50946271000001 26.13464117),Wheat
POINT (75.433073425 26.025565155000002),Wheat
POINT (75.508971083 26.039481870500005),Wheat
POINT (75.60986675249998 26.026690180499997),Wheat
POINT (75.64624914549998 26.021156455500005),Wheat
POINT (75.61901317450001 26.177790009999995),Wheat
POINT (75.63417694149999 26.202584329999997),Wheat
POINT (72.57817320499998 26.746398499999998),Wheat
POINT (75.648719074 26.262771713),Wheat
POINT (75.63557059000001 26.279511324999998),Wheat
POINT (75.625843785 26.297002782500005),Wheat
POINT (75.31908694650001 26.394354630499997),Wheat
POINT (75.32127221850001 26.436013548000005),Wheat
POINT (76.46134416499999 28.050747085),Wheat
POINT (75.284726245 26.487258669000006),Wheat
POINT (74.92599219000002 27.14471996000001),Wheat
POINT (72.99779319000001 27.13116692),Wheat
POINT (75.64506311049999 26.416564584999996),Wheat
POINT (75.64627796849997 26.364611453),Wheat
POINT (75.66592404849999 26.32203090400001),Wheat
POINT (76.5911156 25.990481854999995),Wheat
POINT (75.55549012999998 26.183955005000012),Wheat
POINT (75.54823082500005 26.17492141500001),Wheat
POINT (75.533873205 26.219329684999998),Wheat
POINT (75.63187470999999 26.10620164499999),Wheat
POINT (76.52523683500002 27.876844915),Wheat
POINT (75.63336365999997 26.103328395),Wheat
POINT (76.53094586499998 27.88385459),Wheat
POINT (76.54113124999998 27.893268315000007),Wheat
POINT (75.62775759500002 26.10731659),Wheat
POINT (76.50159006499999 27.978620869999997),Wheat
POINT (76.52083290499999 27.961661985000006),Wheat
POINT (76.41814625 27.875652815000002),Wheat
POINT (76.41496163000001 27.879218944999998),Wheat
POINT (76.40789392999999 27.842406060000002),Wheat
POINT (76.41602757 27.81675192000001),Wheat
POINT (76.45935413999999 27.831886180000005),Wheat
POINT (75.526747985 26.114780924999998),Wheat
POINT (76.46114364000002 27.840744535),Wheat
POINT (76.50653394000001 27.873519464999998),Wheat
POINT (76.51266884000002 27.867283715000003),Wheat
POINT (75.51927944500001 26.11564088),Wheat
POINT (76.489853615 27.825060225000005),Wheat
POINT (76.471181175 27.817107255000003),Wheat
POINT (76.47831262999998 27.825206740000006),Wheat
POINT (76.416758515 27.772528989999994),Wheat
POINT (76.42423501000003 27.76091370000001),Wheat
POINT (75.61975754000001 26.025442395),Wheat
POINT (76.38614456500002 27.76844687),Wheat
POINT (76.369190495 27.769499015),Wheat
POINT (75.610495505 26.01924065),Wheat
POINT (76.35167120499999 27.814614440000003),Wheat
POINT (75.61711120000001 26.037174915),Wheat
POINT (76.45068821 27.76652816),Wheat
POINT (74.341149285 24.805341325),Wheat
POINT (76.20810406999998 28.013129180000004),Wheat
POINT (76.21702561 28.02644257),Wheat
POINT (76.21322850499999 28.045313829999998),Wheat
POINT (76.28639131500002 27.90891269),Wheat
POINT (76.300725285 27.899352665),Wheat
POINT (76.42383662999997 28.106379985),Wheat
POINT (76.423818005 28.10644344),Wheat
POINT (76.736523945 27.17482089),Wheat
POINT (74.35209003000003 24.843378369999996),Wheat
POINT (76.74116473500001 27.28767133499999),Wheat
POINT (76.73837924 27.311373635000002),Wheat
POINT (72.05234581999999 25.331825204999998),Wheat
POINT (72.88505343499999 24.476937275000004),Wheat
POINT (75.761362214 26.116771291),Wheat
POINT (74.42564258000003 29.61935519),Wheat
POINT (75.98022670999998 25.202823650000006),Wheat
POINT (75.77853851350001 26.085960969000002),Wheat
POINT (75.72529162150002 26.108000856499995),Wheat
POINT (75.74454146150002 26.128194780500003),Wheat
POINT (73.69150879499999 27.183597495000004),Wheat
POINT (77.08603671500002 27.699522025000014),Wheat
POINT (75.83434914 26.234516785),Wheat
POINT (75.17952635 27.656843789999993),Wheat
POINT (75.211983695 27.714014845),Wheat
POINT (75.80077265499997 26.240852665000006),Wheat
POINT (75.74018577 26.266685324999997),Wheat
POINT (76.84038286500001 27.304733555000002),Wheat
POINT (76.87450914000003 27.313671255000003),Wheat
POINT (76.85893504999999 27.320135880000002),Wheat
POINT (76.85213723000001 27.31748123),Wheat
POINT (76.83702579499997 27.333891615),Wheat
POINT (75.73828823150001 26.083451887000003),Wheat
POINT (76.94089791500002 27.423339430000006),Wheat
POINT (75.7205145205 26.009203105),Wheat
POINT (75.989410295 24.720492375000006),Wheat
POINT (75.7353761295 25.990891440000002),Wheat
POINT (75.99037616999999 24.717834810000003),Wheat
POINT (75.989575205 24.71425903499999),Wheat
POINT (75.98569835000002 24.705351290000007),Wheat
POINT (75.7507394295 25.987491784999996),Wheat
POINT (75.98897759 24.713020185000005),Wheat
POINT (76.93878283000001 27.359920010000003),Wheat
POINT (75.7395965435 25.973722335),Wheat
POINT (76.101150875 26.373844635000005),Wheat
POINT (75.73116118750002 25.976362864000002),Wheat
POINT (75.7097228675 26.059555119500004),Wheat
POINT (77.058542955 27.619790240000004),Wheat
POINT (77.05997583500002 27.642133405000003),Wheat
POINT (77.08063944500002 27.684552044999997),Wheat
POINT (77.04502144350002 27.518475629000005),Wheat
POINT (77.33733060499999 27.01764202),Wheat
POINT (74.53383801000001 25.060088494999995),Wheat
POINT (75.770412255 26.313471999999997),Wheat
POINT (77.33236067499999 27.032372965),Wheat
POINT (76.32546714999998 28.172839610000004),Wheat
POINT (75.71902411000002 26.086308775000003),Wheat
POINT (77.41527927250002 27.254801478500003),Wheat
POINT (76.17760225800001 24.371114376999998),wheat
POINT (77.46125958500002 26.951821224999996),Wheat
POINT (77.391212647 27.241302978000004),Wheat
POINT (77.45970170000002 26.952006689999983),Wheat
POINT (77.43484613000001 26.958552625000003),Wheat
POINT (75.76973575499999 26.061083038000003),Wheat
POINT (77.431108645 26.960267569999996),Wheat
POINT (77.369578736 27.2194606225),Wheat
POINT (75.889086805 24.651183115000002),Wheat
POINT (75.89065953000002 24.650547925000005),Wheat
POINT (75.58881169999998 23.940436700000006),Wheat
POINT (75.67198299399998 25.975557707499995),Wheat
POINT (77.08484630500001 27.750903955000002),Wheat
POINT (75.56991572500002 23.937256854999998),Wheat
POINT (75.718290114 25.963186507),Wheat
POINT (77.110349345 27.703790509999997),Wheat
POINT (74.895691585 27.279067460000004),Wheat
POINT (75.53082400500001 25.547057825000003),Wheat
POINT (75.04245223500001 27.297849000000003),Wheat
POINT (75.81228970999999 25.04083158),Wheat
POINT (71.74550441 24.729425925),Wheat rabi
POINT (75.79037990950002 26.127960663),Wheat
POINT (77.42089465999999 27.327754480000003),Wheat
POINT (76.29333083000003 24.325076299999996),Wheat
POINT (77.11494733499998 27.189070899999997),Wheat
POINT (77.11723497999999 27.195155729999993),Wheat
POINT (77.400933885 27.33636773),Wheat
POINT (77.12228127499998 27.194657434999993),Wheat
POINT (75.80024856049998 26.063106695),Wheat
POINT (75.85892276999999 23.941861095000007),Wheat
POINT (75.858894145 23.94186118),Wheat
POINT (77.115939145 27.721209100000003),Wheat
POINT (77.12844939500002 27.20045597),Wheat
POINT (75.800822506 23.934669733499994),Wheat
POINT (75.8105055855 26.032748598999994),Wheat
POINT (75.83107919949998 26.037208678999995),Wheat
POINT (77.40463523999998 27.29074627999999),Wheat
POINT (75.736209879 23.948340887999993),Wheat
POINT (77.17137949000004 26.917183610000002),Wheat
POINT (75.860590465 23.93200736),Wheat
POINT (75.884001539 26.064848209),Wheat
POINT (76.35305041000001 24.7470571),Wheat
POINT (76.38702936999998 24.720757849999995),Wheat
POINT (75.88658878150002 26.059039565499994),Wheat
POINT (75.674172985 23.935665305),Wheat
POINT (75.8391342755 26.136219979000003),Wheat
