geometry,typeofcrop
POINT (77.38732638599998 28.292407894999997),Wheat
POINT (77.4072256295 28.262823838499997),Wheat
POINT (77.414660291 28.247793946500003),Wheat
POINT (77.40369485300002 28.222911454499997),Wheat
POINT (76.798677855 28.977622705000005),Wheat
POINT (76.35772626000002 29.285167339999997),Wheat
POINT (76.33758381499999 29.26082581),Wheat
POINT (76.38826140999997 29.160585055000002),Wheat
POINT (76.41715613500001 29.118741375000003),Wheat
POINT (76.44062203000001 29.085801115000002),Wheat
POINT (76.44974837499998 29.084745650000002),Wheat
POINT (76.45293234999997 29.101014005000003),Wheat
POINT (76.45608337499998 29.120084194999993),Wheat
POINT (76.34951187370274 28.263747866626687),Wheat
POINT (76.47245573 29.154239285000006),Wheat
POINT (76.49631355500003 29.17717818500001),Wheat
POINT (76.49633005999996 29.177174924999996),Wheat
POINT (76.35668470053947 28.277466616316058),Wheat
POINT (76.545830565 29.241208605000004),Wheat
POINT (76.56638377499999 29.268747155),Wheat
POINT (76.59600986500001 29.307499810000003),Wheat
POINT (76.57586167999997 29.339538315000006),Wheat
POINT (76.54554424999998 29.339825854999997),Wheat
POINT (76.50490318 29.355468275000003),Wheat
POINT (77.01729744000001 29.151350445000002),Wheat
POINT (76.45534269999999 29.376552069999995),Wheat
POINT (76.44974352499999 29.397755080000003),Wheat
POINT (76.44888184 29.419326535),Wheat
POINT (76.94689235 29.142131515000006),Wheat
POINT (76.43902506499998 29.43240753),Wheat
POINT (76.42563378000003 29.425344985),Wheat
POINT (76.90863627500002 29.132017100000006),Wheat
POINT (76.397009885 29.444907125000004),Wheat
POINT (76.87185742000001 29.127085439999995),Wheat
POINT (76.362300455 29.417010885000007),Wheat
POINT (76.82553662999996 29.138322259999995),Wheat
POINT (76.33357751000001 29.36814863),Wheat
POINT (76.34787455499998 29.340557855000004),Wheat
POINT (76.79272022 29.127617315),Wheat
POINT (76.77187651999998 29.112011129999996),Wheat
POINT (76.74324772999998 29.098447339999996),Wheat
POINT (76.35213794 29.277182065000005),Wheat
POINT (76.67925586500002 29.101962525000005),Wheat
POINT (76.660073045 29.109994459999996),Wheat
POINT (76.27816275000004 29.299437250000004),Wheat
POINT (76.648718545 29.0959835),Wheat
POINT (76.61462502999998 29.105043575000003),Wheat
POINT (76.23992446300001 29.313463794500002),Wheat
POINT (76.60654591999999 29.131893469999994),Wheat
POINT (76.2286897525 29.29290348),Wheat
POINT (76.228504855 29.277335225999998),Wheat
POINT (76.59814592000001 29.155613624999994),Wheat
POINT (76.56710955 29.175653804999996),Wheat
POINT (76.28547612 28.658167545000005),Wheat
POINT (76.23912102499997 29.253038999),Wheat
POINT (76.62843897500002 29.181139200000008),Wheat
POINT (76.26802567050001 29.2462752115),Wheat
POINT (76.29202623500001 28.696276695),Wheat
POINT (76.298117816 29.2651598485),Wheat
POINT (76.31227611999998 28.727029699999996),Wheat
POINT (76.32522618499999 28.754493269999994),Wheat
POINT (76.3715981666667 29.30296174999999),Wheat
POINT (76.331973455 28.782169119999992),Wheat
POINT (76.39294099999998 29.294919250000003),Wheat
POINT (76.35849000000002 29.33274833333333),Wheat
POINT (76.27631283333338 29.37808233333334),Wheat
POINT (76.29494983 28.647747550000002),Wheat
POINT (76.28339933333332 29.395512166666656),Wheat
POINT (76.29124258333334 29.410655416666675),Wheat
POINT (76.28193074999999 29.42603375),Wheat
POINT (76.26737333333331 29.438936833333337),Wheat
POINT (76.26282347000001 29.451736830000005),Wheat
POINT (76.22380864000002 29.4480584985),Wheat
POINT (76.18109558333332 29.485687083333325),Wheat
POINT (76.16352900000001 29.53034866666667),Wheat
POINT (76.13111416666666 29.552709833333335),Wheat
POINT (76.1360074166667 29.57792458333334),Wheat
POINT (76.252355715 28.56340475),Wheat
POINT (76.13138507199999 29.552704453999997),Wheat
POINT (76.22757179000001 28.532670834999998),Wheat
POINT (76.20634250000002 28.512986069999993),Wheat
POINT (76.18805350000002 29.617145666666666),Wheat
POINT (76.191183565 28.486224789999994),Wheat
POINT (76.18487361 28.447588175000003),Wheat
POINT (76.19722313499999 28.447506094999987),Wheat
POINT (77.37602709949999 28.251573279000002),Wheat
POINT (77.35716714750001 28.259078527999996),Wheat
POINT (77.35717946049998 28.2590634165),Wheat
POINT (77.3270429965 28.2653991365),Wheat
POINT (77.32650552100003 28.27071842649999),Wheat
POINT (77.28273933900002 28.278064237000002),Wheat
POINT (77.2474805485 28.299599293),Wheat
POINT (77.247454057 28.299584004000007),Wheat
POINT (77.24635973650001 28.3113912855),Wheat
POINT (77.2586260325 28.2863572815),Wheat
POINT (77.25170784500003 28.2785764895),Wheat
POINT (77.251714685 28.278596064000006),Wheat
POINT (77.24872291699997 28.275218166000002),Wheat
POINT (75.91819533500004 28.490436639999995),Wheat
POINT (75.90399421 28.528873129999994),Wheat
POINT (76.9322505 29.011367),Wheat
POINT (75.87941223 29.686470295),Wheat
POINT (75.94915463999999 28.51522046500001),Wheat
POINT (75.98237765000002 28.53707873999999),Wheat
POINT (76.51447449 29.374418099999996),Wheat
POINT (76.56012009499996 29.382820069999998),Wheat
POINT (76.58066071999998 29.406999665000008),Wheat
POINT (76.02459548499999 28.51050113499999),Wheat
POINT (76.09993676 28.862018109999998),Wheat
POINT (76.57930790999998 29.437334955000004),Wheat
POINT (76.62322568999998 28.602124965),Wheat
POINT (76.62319270000002 29.439591694999997),Wheat
POINT (76.62063208000001 29.46211072),Wheat
POINT (76.55232046999998 28.600821360000005),Wheat
POINT (76.64581501500001 29.447654975000006),Wheat
POINT (76.541570155 28.599970895000002),Wheat
POINT (75.83708375 29.667123535),Wheat
POINT (76.00150647499999 28.483711989999996),Wheat
POINT (76.08510378499997 28.816973485000005),Wheat
POINT (76.50616076499998 28.576871110000003),Wheat
POINT (75.827664445 29.702821409999995),Wheat
POINT (76.62501369 29.394603110000002),Wheat
POINT (75.47935070500003 29.490088060000012),Wheat
POINT (75.97481696999998 28.499717845),Wheat
POINT (76.51321570999997 28.527614184999997),Wheat
POINT (76.59335419499999 29.387841389999995),Wheat
POINT (75.73284410999999 29.682224660000003),Wheat
POINT (76.513434055 28.525018589999995),Wheat
POINT (75.46035566500002 29.454417045000003),Wheat
POINT (75.732025195 29.684639264999998),Wheat
POINT (76.18688379 28.815083619999996),Wheat
POINT (76.45591062999998 29.359321595),Wheat
POINT (76.513816855 28.502696440000005),Wheat
POINT (75.436305005 29.43653993),Wheat
POINT (76.43474860999997 29.352481975),Wheat
POINT (76.50599196000003 28.49146891),Wheat
POINT (75.40873267500002 29.425520380000012),Whaet
POINT (76.47970561000002 28.486465705),Wheat
POINT (76.38564636999998 29.336730374999984),Wheat
POINT (75.781750695 29.747888330000006),Wheat
POINT (75.392911275 29.400520815000004),Wheat
POINT (75.35056941499998 29.393628085),Wheat
POINT (75.82851852000002 29.783590480000004),Wheat
POINT (75.31641296000002 29.40486413),Wheat
POINT (75.35507800500001 29.428281854999994),Wheat
POINT (76.49498120000001 28.47456824500001),Wheat
POINT (75.3964496 29.470138889999998),Wheat
POINT (75.80510660999998 29.792764875),Wheat
POINT (75.815056055 29.753706204999997),Wheat
POINT (76.48544186999997 28.515299840000004),Wheat
POINT (75.84407061 29.740589065000005),Wheat
POINT (77.00655028499997 29.363908329999997),Wheat
POINT (77.01845521999999 29.35960109),Wheat
POINT (76.99487767999999 29.34642881),Wheat
POINT (76.48403106999999 28.584494435),Wheat
POINT (75.52046304999999 29.590865429999997),Wheat
POINT (75.54802889999999 29.619486535),Wheat
POINT (76.52155160500004 28.610106000000002),Wheat
POINT (75.55959763500003 29.642066554999992),Wheat
POINT (76.54209011500002 28.628400455),Wheat
POINT (76.57339770499998 28.636583179999995),Wheat
POINT (75.59156934 29.678207814999997),Wheat
POINT (75.87356926499999 29.697268494999996),Wheat
POINT (75.66337354500003 29.607427340000008),Wheat
POINT (75.68802396999999 29.575894249999997),Wheat
POINT (75.70426029999999 29.549587679999995),Wheat
POINT (75.29892819499999 16.04706205499999),Wheat
POINT (74.67268388049999 16.4059178205),Whet
POINT (74.681797655 16.364117538),Whet
POINT (75.26694800999998 16.076031914999998),Wheat
POINT (75.89970566000001 16.315825695),Wheat
POINT (74.55829929750001 16.377764361500002),Whet
POINT (74.63449611500002 16.493932800000003),Wheat
POINT (74.67807444000002 16.541472470000002),Wheat
POINT (74.69200131 16.530372265000004),Wheat
POINT (74.73301510000003 16.51624779),Wheat
POINT (74.38474415649998 16.474666345499998),Wheat
POINT (74.79867910999998 16.484587395000002),Wheat
POINT (74.79864410999998 16.484480850000004),Wheat
POINT (74.84789477 16.490384005000003),Wheat
POINT (74.87219654499998 16.494658405),Wheat
POINT (74.930707995 16.507890410000005),Wheat
POINT (74.930707135 16.507893650000003),Wheat
POINT (74.957745415 16.529570170000003),Wheat
POINT (74.99445301500003 16.575364490000005),Wheat
POINT (74.99927820500001 16.589174860000004),Wheat
POINT (75.01516190499999 16.630894025),Wheat
POINT (75.02627088 16.655402380000005),Wheat
POINT (75.34618795000002 16.07998554),Wheat
POINT (75.07140570499999 16.698633655000002),Wheat
POINT (75.07554416500001 16.683194445000005),Wheat
POINT (75.10871741500002 16.56736486),Wheat
POINT (75.536117975 16.62836523),Wheat
POINT (75.57638470000002 16.65761302),Wheat
POINT (75.68018483499999 16.771909304999998),Wheat
POINT (74.94222757199998 16.566861491999997),Whate
POINT (75.75311402499997 16.741866955),Wheat
POINT (75.82642386 16.638787899999993),Wheat
POINT (75.23198664 16.050307135000004),Wheat
POINT (75.932401495 16.58938754),Wheat
POINT (75.20249226500002 16.026309119999997),Wheat
POINT (74.52914058499998 16.425010394999994),Wheat
POINT (74.51828528399999 16.261951077499997),Wheat
POINT (76.0581594 16.621468334999996),Wheat
POINT (74.51285675 16.258968875),Wheat
POINT (74.49461779100002 16.2619889435),Wheat
POINT (74.495637717 16.262430403),Wheat
POINT (75.97796862 16.819505239999998),Wheat
POINT (74.82885463049999 16.459022837),Wheat
POINT (75.7943799 17.162039200000002),Wheat
POINT (75.81895556499998 17.294426780000002),Wheat
POINT (75.84333348 17.380796255),Wheat
POINT (75.29410940500001 16.083144100000005),Whet
POINT (75.29927452000001 15.936430619999996),wheat
POINT (75.32597025500003 16.0851953),Wheat
POINT (75.33018269000002 15.935351144999998),Wheat
POINT (74.78253532000001 16.645288709999996),Wheet
POINT (74.79671418 16.646528304999997),Wheet
POINT (74.6629058105 16.387245285),Wheat
POINT (75.38477953500002 15.902272964999998),Wheat
POINT (74.67805029000002 16.469448053),Wheat
POINT (74.696585437 16.4881348955),Wheat
POINT (74.50787506000002 16.116440509999993),Wheat
POINT (75.04416937000002 16.72215195),Wheet
POINT (75.03654365000001 16.720851005),Wheet
POINT (75.01672488499997 16.716053419999998),Wheet
POINT (75.27148762500003 16.077511725),Wheat
POINT (75.03010002999999 16.69795414),Wheat
POINT (75.02491226499998 16.69194784),Wheat
POINT (75.02096149500002 16.688902949999992),Wheat
POINT (75.017137835 16.685142699999997),Wheat
POINT (75.00748970000002 16.676254175000004),Wheat
POINT (75.00117781999998 16.66442699),Wheat
POINT (74.994458565 16.663380704999998),Wheat
POINT (74.789099414 15.886289575500001),Wheat
POINT (75.12072406 16.844746524999998),Wheat
POINT (74.67221343749999 15.8113254345),Wheat
POINT (75.01037556499999 16.916773470000003),Wheat
POINT (74.73454233700001 15.834026205999999),Wheat
POINT (74.74010231700001 15.839760137000003),Wheat
POINT (74.70459566000002 16.618767760000004),Wheat
POINT (75.099704265 15.70130601),Wheat
POINT (75.09813399499998 15.693958020000006),Wheat
POINT (74.66501379000002 16.633885684999996),Wheat
POINT (74.67099318999998 16.632180045000005),Wheat
POINT (74.68381415000002 16.622967345000003),Wheat
POINT (75.04019786999996 15.641245744999996),Wheat
POINT (74.81702799099997 15.955478623000001),Wheat
POINT (75.01929533999999 15.6590688),Wheat
POINT (75.020372725 15.667767755),Wheat
POINT (74.69071829500001 16.61662328500001),Wheat
POINT (74.80610285649999 15.9531037865),Wheat
POINT (75.09913279500002 15.75831458),Wheat
POINT (75.13826062999998 15.776094765),Wheat
POINT (74.7324173115 15.912628663000001),Wheat
POINT (75.207805095 15.795457985000002),Wheat
POINT (75.22634599999999 15.767904665000003),Wheat
POINT (75.224339425 15.760592915),Wheat
POINT (75.131572285 15.989964444999998),Wheat
POINT (75.17770431 15.759109755),Wheat
POINT (75.17775986 15.759370545),Wheat
POINT (75.10936100500001 16.028488795000005),Wheat
POINT (75.09772729 15.872953035),Wheat
POINT (75.0585293 15.921188340000004),Wheat
POINT (74.777247412 15.830992677499998),Wheat
POINT (74.77504630749999 15.827579773),Wheat
POINT (74.775173175 15.827757110000002),Wheat
POINT (75.31163325000003 16.008631725000004),Wheat
POINT (75.39545691500003 16.010930665000004),Wheat
POINT (75.41655187500001 16.018390060000005),Wheat
POINT (74.76523899 15.852161175),Wheat
POINT (75.028337855 16.792787034999996),Wheat
POINT (75.67981377000001 16.587842214999995),Wheat
POINT (75.02294679 16.78412395),Wheat
POINT (75.02101080000001 16.784141325),Wheat
POINT (75.64388135499999 16.59513862),Wheat
POINT (75.55155578 16.708514645),Wheat
POINT (75.29062896499997 16.16623376500001),Wheat
POINT (75.054958605 16.758901844999997),Wheat
POINT (75.277246715 16.168229015),wheat
POINT (75.47104395999997 16.822158825),Wheat
POINT (75.47818014 16.82444563),Wheat
POINT (75.415862505 16.816264865),Wheat
POINT (75.39266236 16.873881194999996),Wheat
POINT (74.98539958499998 16.72533236),Wheat
POINT (74.98542738499998 16.725385340000003),Wheat
POINT (74.97607323999998 16.704364350000002),Wheat
POINT (74.96185338000001 16.69998937),Wheat
POINT (75.594513425 16.888862885),Wheat
POINT (75.58831989000001 16.876201364999996),Wheat
POINT (75.59170485000001 16.952678104999997),Wheat
POINT (75.741136635 16.915925615),Wheat
POINT (75.743690115 16.915438079999994),Wheat
POINT (76.17363943 16.364288525),Wheat
POINT (75.85306215 16.937779064999994),Wheat
POINT (76.17241828000002 16.355022769999998),Wheat
POINT (76.07683376000001 16.426477430000006),Wheat
POINT (76.08218257 16.421189225),Whiot
POINT (76.07608390499999 16.431366239999996),Wheat
POINT (76.01550660999999 16.505039174999997),Whiot
POINT (76.00327261 16.497517449999997),Wheat
POINT (75.963562755 16.495393249999992),Whiot
POINT (74.79765232999999 15.848550129999998),Wheat
POINT (74.68237545499998 15.875271365000003),Wheat
POINT (74.92493118499996 16.68059296),Wheat
POINT (74.93106802000001 16.682672590000003),Wheat
POINT (74.95418543000001 16.696766394999994),Wheat
POINT (74.97023836500001 16.70211456),Wheat
POINT (74.97821174999999 16.708223025000002),Wheat
POINT (74.98071187 16.713277425),Wheat
POINT (74.98291328500004 16.736873295000006),Wheat
POINT (74.98347454 16.736709409999996),Wheat
POINT (74.98259720000001 16.740489025),Wheat
POINT (74.99182501500005 16.751278250000006),wheat
POINT (74.99412133000001 16.760183949999995),Wheat
POINT (74.997683325 16.767750619999994),Wheat
POINT (74.99155827 16.77308424),wheat
POINT (74.96178742500001 16.798580620000003),Wheat
POINT (74.94045999000002 16.7839933),wheat
POINT (74.94313475499999 16.754693735000004),wheat
POINT (75.05122804999999 16.592785769999995),Wheat
POINT (75.04994260999996 16.58291653),Wheat
POINT (74.87542814000001 16.7353929),Wheat
POINT (75.81532779 16.52573016),Wheat
POINT (75.838287055 16.48417053),Wheat
POINT (75.87841280500001 16.405876120000002),Wheat
POINT (75.92617211500001 16.41129704),Wheat
POINT (75.942267225 16.427651779999998),Wheat
POINT (75.93712786500001 16.47967252),Wheat
POINT (75.87672131999999 16.502855240000002),Wheat
POINT (75.87316920000002 16.51196958500001),Wheat
POINT (75.85422331999999 16.525385455000002),Wheat
POINT (75.73654190500001 16.49536778),Wheat
POINT (76.287525195 16.93295767),Wheat
POINT (76.29787211500002 16.93900106),Wheat
POINT (76.31269001 16.94669504),Wheat
POINT (76.36570221999999 16.98883072),Wheat
POINT (76.37013355500002 16.993224454999996),Wheat
POINT (76.38597838000003 17.001926599999997),Wheat
POINT (76.41903871 17.00050169),Wheat
POINT (76.41934029000001 16.982470850000006),Wheat
POINT (76.40578020500001 16.884292545),Wheat
POINT (76.39734089999999 16.87913926),Wheat
POINT (76.387768705 16.876553279999996),Wheat
POINT (76.36706013 16.85119973),Wheat
POINT (76.37531956 16.838168075),Wheat
POINT (76.37204476999999 16.824742715),Wheat
POINT (76.36952245 16.81342985),Wheat
POINT (76.37032305499999 16.80666023),Wheat
POINT (76.35020794500001 16.851350464999996),Wheat
POINT (76.35023034000001 16.851358139999995),Wheat
POINT (76.341502945 16.866367649999997),Wheat
POINT (76.321331975 16.873586640000003),Wheat
POINT (76.19470270000001 17.091144870000008),Wheat
POINT (76.18502026 17.09283367),Wheat
POINT (76.174978075 17.095369194999996),Wheat
POINT (76.152808275 17.101385175),Wheat
POINT (76.13538392000001 17.106518519999998),Wheat
POINT (76.11420197000001 17.11243587),Wheat
POINT (76.10906413500001 17.116666560000002),Wheat
POINT (76.0930077 17.120443124999998),Wheat
POINT (76.08590604000001 17.120044350000004),Wheat
POINT (76.041357915 17.131701465),Wheat
POINT (76.041372505 17.13170065),Wheat
POINT (76.02604987500001 17.137670029999995),Wheat
POINT (76.00793838 17.14124421),Wheat
POINT (75.9577042 17.154703245),Wheat
POINT (75.96031123000002 17.140529549999997),Wheat
POINT (75.96056972499998 17.13318669),Wheat
POINT (75.96991157 17.076007420000003),Wheat
POINT (75.97846386999998 17.039385524999997),Wheat
POINT (75.98846661500002 17.008964235),Wheat
POINT (76.00454807 16.982930675000002),Wheat
POINT (76.00966091999999 16.977540310000002),Wheat
POINT (76.031177625 16.94432732),Wheat
POINT (75.79602383000001 16.554264609999997),Wheat
POINT (75.747565725 16.585174985),Wheat
POINT (76.329622885 15.907238130000005),Wheat
POINT (76.281727565 16.109917160000002),Wheat
POINT (76.31896545499998 16.110003730000003),Wheat
POINT (75.503194295 16.558667680000003),Wheat
POINT (75.50838421 16.57025504),Wheat
POINT (75.53811991 16.562837110000004),Wheat
POINT (75.54939067999999 16.57502915),Wheat
POINT (75.69553122 16.798839574999995),Wheat
POINT (75.73960543 16.937197105),Wheat
POINT (75.99170398999999 16.985476459999994),Wheat
POINT (75.98314458 16.966148415),Wheat
POINT (75.981800795 16.95804429),Wheat
POINT (75.97760897500001 16.951407170000003),Wheat
POINT (75.958380425 16.951879475000002),Wheat
POINT (75.874225745 16.990436425),Wheat
POINT (75.86729021499998 16.994470065),Wheat
POINT (75.85105734999999 16.9992208),Wheat
POINT (75.73983467500003 17.033862024999994),Wheat
POINT (75.68561477999998 17.122527009999995),Wheat
POINT (75.685510585 17.13390825),Wheat
POINT (75.66546479000002 17.199667395000002),Wheat
POINT (75.66782072000001 17.218626819999997),Wheat
POINT (75.67546566 17.249065305000002),Wheat
POINT (76.19772929 16.92053664),Wheat
POINT (76.15203207500001 16.922279414999995),Wheat
POINT (76.16265622 16.961655525000005),Wheat
POINT (76.17241385499999 16.96508423),Wheat
POINT (76.20356807 16.963106050000004),Wheat
POINT (76.28431040499999 16.444574864999996),Wheat
POINT (76.23698855 16.406301909999996),Wheat
POINT (76.17398411500001 16.362764875),Wheat
POINT (76.125536665 16.36666878),Wheat
POINT (76.167749845 16.23530696),Wheat
POINT (76.17382326000002 16.226467459999995),Wheat
POINT (76.24172403999998 16.22657446),Wheat
POINT (76.28431677999998 16.24035937),Wheat
POINT (75.99311974000001 16.354823040000003),Wheat
POINT (76.008122425 16.32001175),Wheat
POINT (76.03780097 16.323735059999997),Wheat
POINT (79.03422455999998 22.789132075000005),Wheat
POINT (77.889993155 24.307220915000006),Wheat
POINT (77.89007264 24.30728587),Wheat
POINT (77.87737722499999 24.299077819999997),Wheat
POINT (79.07931449999998 22.85687641499999),Wheat
POINT (79.01928849999999 22.970596225),Wheat
POINT (78.12252541666665 24.69945433333333),Wheat
POINT (78.06210481718898 23.736044110962208),Wheat
POINT (79.11832860500002 22.83589760999999),Wheat
POINT (79.046195765 22.875980300000002),Wheat
POINT (77.65332645000001 24.295390779999998),Wheat
POINT (77.65597938 24.28864739),Wheat
POINT (77.655989795 24.288647679999997),Wheat
POINT (77.655514825 24.276071045),Wheat
POINT (77.65265271000001 24.272768515000003),Wheat
POINT (78.12292674999998 24.699938166666662),Wheat
POINT (78.12201108333336 24.699838249999996),Wheat
POINT (78.0564511298571 23.75849050550452),Wheat
POINT (78.05645880640051 23.758482901311712),Wheat
POINT (79.04920860000001 22.847063905000006),Wheat
POINT (79.04357439 22.868267595),Wheat
POINT (79.04512915500001 22.885441545),Wheat
POINT (77.88846993 24.30709713),Wheat
POINT (78.12966824999998 24.703109750000007),Wheat
POINT (78.12964516666668 24.703094333333333),Wheat
POINT (78.12973091666666 24.703349666666668),Wheat
POINT (79.17842132999999 22.882554700000004),Wheat
POINT (78.12278791666668 24.699309000000007),Wheat
POINT (78.1226105833333 24.699325666666656),Wheat
POINT (78.12232833333334 24.699834000000003),Wheat
POINT (79.19545192499997 23.083690124999997),Wheat
POINT (78.12215241666664 24.698825249999995),Wheat
POINT (78.12215866666666 24.698777250000003),Wheat
POINT (78.12235975000002 24.69891008333334),Wheat
POINT (77.992592614564 23.732073127858193),Wheat
POINT (78.12271100000001 24.69988025),Wheat
POINT (77.85817729 26.498148764999996),Wheat
POINT (77.96248228 26.47540763),Wheat
POINT (77.962615575 26.474211414999996),Wheat
POINT (77.44630291000003 26.255610485),Wheat
POINT (77.85795045999998 26.498104695000002),Wheat
POINT (77.43399182499999 26.256305249999997),Wheat
POINT (77.85934424 26.497379449999993),Wheat
POINT (77.41155699999997 26.279482915),Wheat
POINT (78.123057 24.699577916666662),Wheat
POINT (78.1230105 24.699500083333337),Wheat
POINT (78.12302025000002 24.699550416666664),Wheat
POINT (78.03682406961065 24.11119471089736),Wheat
POINT (77.85778884499999 26.495189945),Wheat
POINT (78.12299275000001 24.699586833333335),Wheat
POINT (78.12299900000001 24.69957758333333),Wheat
POINT (78.12301675 24.69954825),Wheat
POINT (77.99747603499996 26.522341784999988),Wheat
POINT (77.99057224499998 26.520044615),Wheat
POINT (78.12440516666668 24.69917258333333),Wheat
POINT (77.87839920026775 24.016714200987984),Wheat
POINT (78.19488951000002 26.350379355),Wheat
POINT (77.860067245 26.495923359999995),Wheat
POINT (78.19364123999999 26.347009814999996),Wheat
POINT (77.86072085999999 26.494845460000004),Wheat
POINT (77.96100377500004 26.52185305499999),Wheat
POINT (78.04129058000004 26.414480155000007),Wheat
POINT (77.94062505999997 26.37510563),Wheat
POINT (77.96163864500004 26.528255569999992),Wheat
POINT (77.43167495 26.255599385),Wheat
POINT (78.12340775000003 24.69912424999999),Wheat
POINT (78.12275333333335 24.69927416666666),Wheat
POINT (78.12252524999997 24.699527499999995),Wheat
POINT (77.84313685 26.495815614999998),Wheat
POINT (78.12252791666666 24.69951174999999),Wheat
POINT (78.12235175000002 24.69980916666668),Wheat
POINT (78.12334816666666 24.700174916666665),Wheat
POINT (78.12335325000001 24.700176083333336),Wheat
POINT (77.850747375 26.497406545),Wheat
POINT (77.851761705 26.499022720000006),Wheat
POINT (77.853133365 26.499885569999996),Wheat
POINT (77.47426064999999 26.172493985),Wheat
POINT (78.02537170000002 26.4501967),Wheat
POINT (77.439889485 26.256785394999998),Wheat
POINT (78.02994991 26.44966573),Wheat
POINT (77.45000114499997 26.25832072),Wheat
POINT (78.03727824500001 26.448370680000004),Wheat
POINT (77.459417785 26.262751795000003),Wheat
POINT (78.041155915 26.445266625),Wheat
POINT (76.055650025 22.93663195),Wheat
POINT (77.48034553000004 26.268971235000002),Wheat
POINT (77.56039196500001 26.392369175000006),Wheat
POINT (77.85580419499999 26.50174624),Wheat
POINT (77.48405892500001 26.26644812),Wheat
POINT (78.13020974999998 24.702704999999987),Wheat
POINT (78.12245141666664 24.69955666666666),Wheat
POINT (78.12253808333332 24.699522416666667),Wheat
POINT (77.82618911040781 24.039472030287353),Wheat
POINT (77.65863011500004 26.251977315000005),Wheat
POINT (77.851656765 26.506251825),Wheat
POINT (77.549089885 26.216499525),Wheat
POINT (77.38870639500001 26.245892555),Wheat
POINT (77.85789792000003 26.493244075),Wheat
POINT (77.38308291999996 26.242544634999994),Wheat
POINT (77.536156825 26.179674345000002),Wheat
POINT (77.85584563 26.494303779999996),Wheat
POINT (78.02297721 26.429272759999996),Wheat
POINT (77.37205196000001 26.239071845),Wheet
POINT (77.50600512 26.152458775000003),Wheat
POINT (78.12196175000003 24.699089500000007),Wheat
POINT (78.12200899999999 24.699065666666677),Wheat
POINT (78.12205716666666 24.699061916666672),Wheat
POINT (78.12205966666669 24.699072),Wheat
POINT (78.12266 24.699917416666672),Wheat
POINT (77.401490455 26.299688160000006),Wheat
POINT (77.40797877499998 26.303889485000003),Wheat
POINT (77.449146625 26.305520269999988),Wheat
POINT (77.51532259499999 26.31237892499999),Wheat
POINT (78.04067879 26.433449285000002),Wheat
POINT (77.86301716500002 26.486588539999996),Wheat
POINT (78.04321605 26.437657255000005),Wheat
POINT (78.12235616666668 24.699852583333342),Wheat
POINT (78.12238016666667 24.699829833333332),Wheat
POINT (77.84196469999999 26.494243215),Wheat
POINT (78.12254550000003 24.69951725),Wheat
POINT (78.12232916666667 24.699405916666663),Wheat
POINT (78.12306341666664 24.700070416666655),Wheat
POINT (77.83948052194957 24.078811495156188),Wheat
POINT (77.36028489999998 26.23038429),Wheat
POINT (77.353487135 26.220893550000007),Wheat
POINT (77.46783976499998 26.372078725),Wheat
POINT (77.49423516499999 26.373294754999996),Wheat
POINT (78.02795907000001 26.45277182),Wheat
POINT (78.26785021500001 26.379818205000003),Wheat
POINT (78.12972516666665 24.70335483333332),Wheat
POINT (78.169109255 26.327646785000002),Wheat
POINT (78.12247983333333 24.69955416666665),Wheat
POINT (78.12246641666667 24.699423166666655),Wheat
POINT (78.12280383333334 24.699900666666675),Wheat
POINT (77.86089315500001 26.497298765),Wheat
POINT (77.91436996387571 24.132186314019794),Wheat
POINT (78.12244558333332 24.699859000000007),Wheat
POINT (78.12250449999999 24.699831666666675),Wheat
POINT (78.12267616666665 24.700007249999988),Wheat
POINT (77.85949945500002 26.497145919999998),Wheat
POINT (77.4698347041076 24.082778014240553),Wheat
POINT (77.46983842684139 24.082787851389515),Wheat
POINT (77.46281115513932 24.084589329241574),Wheat
POINT (77.3102375732474 24.106404235415376),Wheat
POINT (77.3102952280993 24.104223946738873),Wheat
POINT (77.48005048854476 24.087544909880126),Wheat
POINT (77.48743264891189 24.08680864953433),Wheat
POINT (78.14614200500003 26.452854200000008),Wheat
POINT (78.14388779000001 26.456779634999997),Wheat
POINT (78.14208472500002 26.460575470000002),Wheat
POINT (78.14656744 26.456836090000003),Wheat
POINT (77.39358010499998 26.267640710000002),Wheat
POINT (77.39356208000001 26.267631715),Wheat
POINT (77.3819115247172 24.0981639319788),Wheat
POINT (77.38192267570284 24.098133325024342),Wheat
POINT (77.38221902869908 24.094627964240605),Wheat
POINT (77.37968016764663 24.099216151941544),Wheat
POINT (77.36201470887767 24.099895343863917),Wheat
POINT (77.403535635 26.300179050000004),Wheat
POINT (77.3469263296378 24.100172584944122),Wheat
POINT (77.34693978015747 24.100177953330903),Wheat
POINT (77.35231273682491 24.093653225465836),Wheat
POINT (77.31361207406577 24.119215492349632),Wheat
POINT (77.3135988467405 24.1192314396408),Wheat
POINT (77.31176483129266 24.119632099161883),Wheat
POINT (77.31350106989655 24.118435051806916),Wheat
POINT (77.31349448219699 24.118440286854106),Wheat
POINT (77.399998055 23.368789155),Wheat
POINT (77.631643395 23.457052904999994),Wheat
POINT (77.399661415 23.39993705),Wheat
POINT (77.39293211500001 23.424935095),Wheat
POINT (77.39915243499999 23.430821134999995),Wheat
POINT (77.39911927499999 23.430808634999998),Wheat
POINT (76.39375930499997 22.96808092),Wheat
